signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_1-5_0-03_0-04.0,0.156,7519,236.16073536201583,2.7235016959412115,1104,34.67501686922003,1.0435953716411228,0.1468280356430376
Signal_1-5_0-03_0-06.0,0.156,8113,390.8872522068308,4.339710603542083,1256,60.514530848241044,1.7075162717521442,0.1548132626648589
Signal_1-5_0-03_0-08.0,0.156,8116,479.3155319649187,5.320475934296103,1253,73.99979812124732,2.0905232378066367,0.15438639724001976
Signal_1-5_0-03_0-1.0,0.156,8402,559.6641094702361,6.105709233584098,1294,86.1944010538545,2.396138504315755,0.15401094977386337
Signal_1-5_0-03_0-15.0,0.156,8267,616.6461663145685,6.782066862085039,1269,94.65634269422856,2.6571673613691784,0.1535018749243982
Signal_1-5_0-03_0-2.0,0.156,8534,667.0346765936122,7.220580140786968,1376,107.55093918359623,2.8993790082003827,0.161237403327865
Signal_1-5_0-03_0-3.0,0.156,8665,695.1903233360096,7.468260098898022,1405,112.72272409545218,3.007276173547312,0.16214656664743216
Signal_1-5_0-03_0-4.0,0.156,9050,737.8045359400737,7.755629096338484,1424,116.09211703631657,3.076434948598645,0.15734806629834253
Signal_1-5_0-03_0-5.0,0.156,8770,722.386949760019,7.713830558869217,1362,112.1882583321717,3.039896883105801,0.15530216647662484
Signal_1-5_0-03_0-6.0,0.156,8910,740.6024322495729,7.845963473936239,1396,116.03602642204308,3.1056330449980987,0.15667789001122337
Signal_1-5_0-03_0-7.0,0.156,8768,730.3285883238344,7.7995227760492485,1252,104.28505846047454,2.947270006920602,0.14279197080291972
Signal_1-5_0-03_0-8.0,0.156,8719,734.946996729573,7.870868936703606,1315,110.84474144963735,3.056695786437797,0.15082004817066172
Signal_1-5_0-03_0-9.0,0.156,8798,743.3996209819504,7.925567270414545,1361,114.99964584637809,3.117219901667311,0.15469424869288473
Signal_1-5_0-03_1-0.0,0.156,8863,760.9873721125715,8.083269813391816,1323,113.5943013996313,3.123033356737363,0.14927225544398062
Signal_1-5_0-03_2-0.0,0.156,27505,841.0977782185628,5.0715494116493645,2974,90.94436620330868,1.6676515773678509,0.10812579530994362
Signal_1-5_0-05_0-04.0,0.156,8214,288.8290792265921,3.1868642656894024,1288,45.289974926205346,1.2619558137229128,0.15680545410275143
Signal_1-5_0-05_0-06.0,0.156,167244,554.0744811973011,1.3548551779139877,26174,86.71369658019518,0.5359850193398664,0.15650187749635266
Signal_1-5_0-05_0-08.0,0.156,170100,819.6840742741097,1.987441437201541,26544,127.91119381265119,0.785100706083396,0.1560493827160494
Signal_1-5_0-05_0-1.0,0.156,170708,1040.0202072245243,2.5171832922264326,26820,163.39797758606355,0.9977397849984827,0.15711038732806895
Signal_1-5_0-05_0-15.0,0.156,172886,1426.8647306753517,3.431649233865548,27045,223.20810615732256,1.3572706870915734,0.15643256249783086
