mx1,lam1,lam2,xs,xs_err
1.5,0.7,0.08,0.00133120464077,1.641259815287911e-06
1.5,0.7,0.1,0.0020795022420042,2.563965988725362e-06
1.5,0.7,0.15,0.0046456445181241,5.728308014481674e-06
1.5,0.7,0.2,0.0081701205024726,1.0090285847035278e-05
1.5,0.7,0.3,0.0180334720612856,2.224859483473649e-05
1.5,0.7,0.4,0.031201099240273,3.8442867855118514e-05
1.5,0.7,0.5,0.0471357643810529,5.802028256028954e-05
1.5,0.7,0.6,0.0648443604681104,8.003867641946464e-05
1.5,0.7,0.7,0.0831439283705692,0.0001034262469517
1.5,0.7,0.8,0.1054423620514398,0.0001299847671333
1.5,0.7,0.9,0.1257961138040391,0.0001556419616639
1.5,0.7,1.0,0.1459898044451724,0.0001816492702392
1.5,0.7,2.0,0.3209364673523942,0.0006485374658916
1.5,0.8,0.04,0.00034460239494,1.102775762432897e-06
1.5,0.8,0.06,0.0007826091569792,7.877563866346088e-07
1.5,0.8,0.08,0.0013877069173034,1.713400919086673e-06
1.5,0.8,0.1,0.0021697151031101,2.675601375353029e-06
1.5,0.8,0.15,0.0048419195983057,5.981141594752811e-06
1.5,0.8,0.2,0.0085986881305287,1.0604288146359128e-05
1.5,0.8,0.3,0.0190461386848013,2.346376504259126e-05
1.5,0.8,0.4,0.0326439935790058,4.05752230029393e-05
1.5,0.8,0.5,0.0503446983124062,6.215033028172481e-05
1.5,0.8,0.6,0.0693132871635237,0.0001118582966895
1.5,0.8,0.7,0.0915000673153157,0.0001136342418321
1.5,0.8,0.8,0.1152285701826732,0.0001430009000117
1.5,0.8,0.9,0.1405431233350539,0.0001735326297184
1.5,0.8,1.0,0.164906725762299,0.0002037778949653
1.5,0.8,2.0,0.3853161390903316,0.0007796255714649
1.5,0.9,0.04,0.0003621123891773,1.1573490456917058e-06
1.5,0.9,0.06,0.0008009230104877,8.159984467676465e-07
1.5,0.9,0.08,0.001443792608078,1.788505202487246e-06
1.5,0.9,0.1,0.0022272777240984,2.774523192700225e-06
1.5,0.9,0.15,0.0050410114194451,6.249403832480818e-06
1.5,0.9,0.2,0.0088556097212645,1.1018801378874246e-05
1.5,0.9,0.3,0.0199188339510946,2.4626986089890384e-05
1.5,0.9,0.4,0.0347757218875857,4.409458108734884e-05
