mx1,lam1,lam2,xs,xs_err
1.5,0.9,0.5,0.0529724917235556,6.559044123559503e-05
1.5,0.9,0.6,0.0742702425326211,9.183236260928769e-05
1.5,0.9,0.7,0.0978260183108449,0.0001195915493956
1.5,0.9,0.8,0.1236494852611074,0.0001491120662291
1.5,0.9,0.9,0.1505274161609748,0.0001909620704146
1.5,0.9,1.0,0.1774857200068113,0.0002201690414389
1.5,0.9,2.0,0.4526741893421742,0.0011637428159758
1.5,1.0,0.04,0.0003615236152952,1.1675708003343995e-06
1.5,1.0,0.06,0.0008341815872217,8.426192847951109e-07
1.5,1.0,0.08,0.00148872741,1.16200493e-05
1.5,1.0,0.1,0.00234587477,1.82234444e-05
1.5,1.0,0.15,0.0051912704288821,6.123818408343713e-06
1.5,1.0,0.2,0.0091755658202551,1.1368382491088597e-05
1.5,1.0,0.3,0.0205398241794925,2.5369949195585017e-05
1.5,1.0,0.4,0.035790146953485,4.429210695099308e-05
1.5,1.0,0.5,0.054732972,0.000429189116
1.5,1.0,0.6,0.0773292756548114,9.572784602429316e-05
1.5,1.0,0.7,0.1016360487867916,0.0001263126950999
1.5,1.0,0.8,0.1306339498124068,0.0001612589060745
1.5,1.0,0.9,0.1586681651680995,0.0001967865865834
1.5,1.0,1.0,0.192457524,0.0014981436
1.5,1.0,2.0,0.5103913793048422,0.0010330976120195
1.5,2.0,0.04,0.0004620746452416,1.1537557440760113e-06
1.5,2.0,0.06,0.0010386623192436,2.3696227113201234e-06
1.5,2.0,0.08,0.0018561772008274,4.225765437880934e-06
1.5,2.0,0.1,0.0028770714599357,5.8774053225373055e-06
1.5,2.0,0.15,0.0064570646822768,1.703905320032598e-05
1.5,2.0,0.2,0.0115582017254059,2.35507377971228e-05
1.5,2.0,0.3,0.0257035736757555,5.446414693691141e-05
1.5,2.0,0.4,0.0458953706942123,9.352418129645896e-05
1.5,2.0,0.5,0.0702474295768342,0.0001443185573963
1.5,2.0,0.6,0.1018365444876133,0.0002078345894465
1.5,2.0,0.7,0.1365453210876766,0.0002800693762809
1.5,2.0,0.8,0.1784069775973364,0.0003645730774077
1.5,2.0,0.9,0.2247589783034524,0.0004582892599354
1.5,2.0,1.0,0.2744741122898345,0.0006017158660372
1.5,2.0,2.0,0.9520850321658622,0.0020994857388672
2.0,0.03,0.04,4.917248509335957e-05,1.5544127613264413e-07
2.0,0.03,0.06,7.803345809003927e-05,2.478779300117039e-07
2.0,0.03,0.08,9.863000433670016e-05,3.132893153222561e-07
2.0,0.03,0.1,0.0001107213821416,3.538743912960242e-07
2.0,0.03,0.15,0.0001288833423337,4.115046402845752e-07
2.0,0.03,0.2,0.000133730995025,4.310659978466962e-07
2.0,0.03,0.3,0.0001406627770349,6.607754363367342e-07
2.0,0.03,0.4,0.0001420463097327,4.574895930568026e-07
2.0,0.03,0.5,0.000145097405474,5.320104561851955e-07
2.0,0.03,0.6,0.0001442996008759,4.6519191994235414e-07
2.0,0.03,0.7,0.0001447699543235,5.605991614108397e-07
2.0,0.03,0.8,0.0001494626088809,4.970139117301113e-07
2.0,0.03,0.9,0.0001489734482376,5.092282022379361e-07
2.0,0.03,1.0,0.0001509862450333,4.904562915755672e-07
2.0,0.03,2.0,0.0001966473335854,2.112229267612313e-06
2.0,0.05,0.04,5.826574929980448e-05,1.857903379740223e-07
2.0,0.05,0.06,0.0001097964061197,1.114825334324104e-07
2.0,0.05,0.08,0.00016046042519,1.634077411331865e-07
2.0,0.05,0.1,0.0002034613902862,2.077515160164514e-07
2.0,0.05,0.15,0.0002859833940215,2.890447517264186e-07
2.0,0.05,0.2,0.0003278908078945,3.31964851314788e-07
2.0,0.05,0.3,0.0003633596689035,3.704340897780927e-07
2.0,0.05,0.4,0.0003760217028482,3.852149464445853e-07
2.0,0.05,0.5,0.0003860358060521,3.949306478245726e-07
2.0,0.05,0.6,0.0003921240124447,4.0167718360418027e-07
2.0,0.05,0.7,0.0003948215540922,4.0632596112452636e-07
2.0,0.05,0.8,0.0004002139136141,4.123684842092301e-07
2.0,0.05,0.9,0.0004077974540587,4.198596643206963e-07
2.0,0.05,1.0,0.000418424319974,4.295187945553402e-07
2.0,0.05,2.0,0.0005541361022738,1.1508231272394183e-06
2.0,0.07,0.04,6.05036308903819e-05,1.944930234912041e-07
2.0,0.07,0.06,0.0001259120435223,1.2737651970525434e-07
2.0,0.07,0.08,0.0002000737399963,2.020148489114038e-07
2.0,0.07,0.1,0.0002723916939497,2.7576653441820485e-07
2.0,0.07,0.15,0.0004300925568023,4.356139689557841e-07
2.0,0.07,0.2,0.000537189826652,5.449300712461123e-07
2.0,0.07,0.3,0.0006458568325143,6.602116687257823e-07
2.0,0.07,0.4,0.0006972495418253,7.146473730812955e-07
2.0,0.07,0.5,0.0007288214479269,7.461413850359657e-07
2.0,0.07,0.6,0.0007453038939617,7.656412562078785e-07
2.0,0.07,0.7,0.0007612843109988,7.825784688006909e-07
2.0,0.07,0.8,0.0007758188668807,7.987468059138898e-07
2.0,0.07,0.9,0.0007929696154129,8.147277245332714e-07
2.0,0.07,1.0,0.0008021220985857,8.288970970924313e-07
2.0,0.07,2.0,0.0010630834061469,9.662070440446233e-06
2.0,0.08,0.04,6.226050298347828e-05,1.9886871092038506e-07
2.0,0.08,0.06,0.0001300532865857,1.315814394903644e-07
2.0,0.08,0.08,0.0002108261,1.65421232e-06
2.0,0.08,0.1,0.000296306746,2.32135206e-06
2.0,0.08,0.15,0.00049128195138,6.090789306160795e-07
2.0,0.08,0.2,0.0006349365818764,7.897649434352386e-07
2.0,0.08,0.3,0.0008014527106188,1.00202276462462e-06
2.0,0.08,0.4,0.0008891526014233,1.1117799779076904e-06
2.0,0.08,0.5,0.00093472419,7.40052107e-06
2.0,0.08,0.6,0.0009601492100194,1.207475576528861e-06
2.0,0.08,0.7,0.0009829899577508,1.2385093360011656e-06
2.0,0.08,0.8,0.0010040046844321,1.2655364255682112e-06
2.0,0.08,0.9,0.001027159855262,1.294069178637115e-06
2.0,0.08,1.0,0.00106476589,8.43063277e-06
2.0,0.08,2.0,0.0014136760591694,1.4688297569711204e-05
2.0,0.1,0.04,6.235608765894518e-05,2.008440868123633e-07
2.0,0.1,0.06,0.0001350943831258,1.3698134583824864e-07
2.0,0.1,0.08,0.000226936081,1.77717351e-06
2.0,0.1,0.1,0.000328850696,2.57520454e-06
2.0,0.1,0.15,0.0005886484423104,7.307583546380822e-07
2.0,0.1,0.2,0.0008140689570349,1.0121574347851786e-06
2.0,0.1,0.3,0.001110067540808,1.3902000263423236e-06
2.0,0.1,0.4,0.0012852575459904,1.6094567068500648e-06
2.0,0.1,0.5,0.00139263,1.10179734e-05
2.0,0.1,0.6,0.0014547421215817,1.8251536465065148e-06
2.0,0.1,0.7,0.0014956258860673,1.8829827912477372e-06
2.0,0.1,0.8,0.0015359891946854,1.937160871932614e-06
2.0,0.1,0.9,0.0015862441186721,1.9937777929330307e-06
2.0,0.1,1.0,0.00162921454,1.29547772e-05
2.0,0.1,2.0,0.0021772470897242,4.549679230174206e-06
2.0,0.15,0.04,6.458783051958118e-05,2.062780920312194e-07
2.0,0.15,0.06,0.0001390292987174,1.4208152646572946e-07
2.0,0.15,0.08,0.0002385549154046,2.994255148850863e-07
2.0,0.15,0.1,0.0003605666914695,4.519217565026804e-07
2.0,0.15,0.15,0.0007247159486791,9.061370339086664e-07
2.0,0.15,0.2,0.0011089805821472,1.3896422526155972e-06
2.0,0.15,0.3,0.0017992826594591,2.2579332930054286e-06
2.0,0.15,0.4,0.0023161696256,2.901747637568717e-06
2.0,0.15,0.5,0.0026672721197392,3.3447063099255934e-06
2.0,0.15,0.6,0.0028938876971983,3.6467700577869792e-06
2.0,0.15,0.7,0.0030913503086868,3.8889431810292014e-06
2.0,0.15,0.8,0.0032277266632991,4.074506647704707e-06
2.0,0.15,0.9,0.0033543490303282,4.237733193596687e-06
2.0,0.15,1.0,0.0035089342509493,4.4177558252407975e-06
2.0,0.15,2.0,0.0049507306233422,0.0001133808740947
2.0,0.2,0.04,6.414926986215917e-05,2.061358821960911e-07
2.0,0.2,0.06,0.0001407098541213,1.4405428403321825e-07
2.0,0.2,0.08,0.0002449965219987,3.079713667256917e-07
2.0,0.2,0.1,0.0003779662392637,4.729978431668351e-07
2.0,0.2,0.15,0.0007895887646363,9.89931676901066e-07
2.0,0.2,0.2,0.0012870746828664,1.6106704134965684e-06
2.0,0.2,0.3,0.0023128286752851,2.89928115339024e-06
2.0,0.2,0.4,0.0032173770930293,4.038846690245645e-06
2.0,0.2,0.5,0.0039217655947161,4.932474030966288e-06
2.0,0.2,0.6,0.0044862277337071,5.644663812979888e-06
2.0,0.2,0.7,0.004904986434697,6.188428427393319e-06
2.0,0.2,0.8,0.0052253827192167,6.615530432555094e-06
2.0,0.2,0.9,0.0055919460785075,7.050947292569678e-06
2.0,0.2,1.0,0.0058184439852957,7.36679149157993e-06
2.0,0.2,2.0,0.0082904843550694,0.000200660405559
2.0,0.3,0.04,6.556839956885647e-05,2.100401709276904e-07
2.0,0.3,0.06,0.0001428937618087,1.4674439928800253e-07
2.0,0.3,0.08,0.0002522713858268,3.172596761105851e-07
2.0,0.3,0.1,0.0003914609358254,4.915446497509106e-07
2.0,0.3,0.15,0.0008490613295006,1.0680704774335294e-06
2.0,0.3,0.2,0.0014458262353165,1.8195752455269076e-06
2.0,0.3,0.3,0.002896059908933,3.648398459118385e-06
2.0,0.3,0.4,0.0044635516879204,5.630468674206476e-06
2.0,0.3,0.5,0.0059800738525133,7.54711328342414e-06
2.0,0.3,0.6,0.0073363676592578,9.268505093010628e-06
2.0,0.3,0.7,0.008619552159052,1.0847046622440012e-05
2.0,0.3,0.8,0.0097034181331517,1.2216599950512992e-05
2.0,0.3,0.9,0.0105935349864183,1.3377339524775984e-05
2.0,0.3,1.0,0.0114255804979045,1.4446099536152344e-05
2.0,0.3,2.0,0.0185714773055662,3.8660400549620455e-05
2.0,0.4,0.04,6.574412088187654e-05,2.1283328264506967e-07
2.0,0.4,0.06,0.000145173325617,1.4969487184234158e-07
2.0,0.4,0.08,0.0002578851534678,3.252064181204377e-07
2.0,0.4,0.1,0.0003987671523503,5.042283617350977e-07
2.0,0.4,0.15,0.000882796997572,1.115108286283264e-06
2.0,0.4,0.2,0.0015301081552247,1.9333564987206005e-06
2.0,0.4,0.3,0.0032289050362739,4.07439207767857e-06
2.0,0.4,0.4,0.005237294945986,6.623161870286816e-06
2.0,0.4,0.5,0.0074488234653649,9.400838809189372e-06
2.0,0.4,0.6,0.0096841504333727,1.220105188351824e-05
2.0,0.4,0.7,0.0117629402808544,1.4854401297609131e-05
2.0,0.4,0.8,0.0136559164398625,1.7290718600119885e-05
2.0,0.4,0.9,0.0156074155165796,1.9707349353592685e-05
2.0,0.4,1.0,0.0172936562616165,2.1866576429365815e-05
2.0,0.4,2.0,0.0315331925495502,6.790822860750554e-05
2.0,0.5,0.04,6.718388130824465e-05,2.1829120267178363e-07
2.0,0.5,0.06,0.0001512620040067,1.5538098702089039e-07
2.0,0.5,0.08,0.000264946027,2.120994e-06
2.0,0.5,0.1,0.000425242348,3.35408856e-06
2.0,0.5,0.15,0.0009152544778104,1.160263803678808e-06
2.0,0.5,0.2,0.00160816357715,2.034379379556773e-06
2.0,0.5,0.3,0.0035006031604023,4.412563227069153e-06
2.0,0.5,0.4,0.0058279635578012,7.375113408056078e-06
2.0,0.5,0.5,0.00849659625,6.80861598e-05
2.0,0.5,0.6,0.0113972464744688,1.4427468783254754e-05
2.0,0.5,0.7,0.0143675133167517,1.8171422981490592e-05
2.0,0.5,0.8,0.0172929666070511,2.1866899779216684e-05
2.0,0.5,0.9,0.0200039769080619,2.541782224578534e-05
2.0,0.5,1.0,0.0225699227,0.000182258663
2.0,0.5,2.0,0.0463134876795652,0.0005100527401224
2.0,0.6,0.04,6.919957376746953e-05,2.267000191923128e-07
2.0,0.6,0.06,0.0001556596958938,1.6082332692841693e-07
2.0,0.6,0.08,0.0002774054252621,3.506861834002398e-07
2.0,0.6,0.1,0.0004310412524972,5.458738335403545e-07
2.0,0.6,0.15,0.0009636749695139,1.2193931997634127e-06
2.0,0.6,0.2,0.0016943106768129,2.145521198275372e-06
2.0,0.6,0.3,0.0037077546789329,4.690867837109476e-06
2.0,0.6,0.4,0.006346190794862,8.029847489636713e-06
2.0,0.6,0.5,0.0093972253283245,1.1937780191237584e-05
2.0,0.6,0.6,0.0128971563252665,1.636573510275816e-05
2.0,0.6,0.7,0.0165483825485371,2.102453521316228e-05
2.0,0.6,0.8,0.0204679470443753,2.5295604240597083e-05
2.0,0.6,0.9,0.024314226734067,2.941971283108672e-05
2.0,0.6,1.0,0.0282384016386016,3.5444792360725096e-05
2.0,0.6,2.0,0.0604526793374728,0.0008027945425901
2.0,0.7,0.04,7.297606901852526e-05,2.384988564273063e-07
2.0,0.7,0.06,0.0001633610411011,1.6933770086859759e-07
2.0,0.7,0.08,0.0002895955867982,3.636771171689253e-07
2.0,0.7,0.1,0.0004538049709665,5.549777155318766e-07
2.0,0.7,0.15,0.001016312197579,1.288144662023248e-06
2.0,0.7,0.2,0.0017938836738163,2.2745346425092414e-06
2.0,0.7,0.3,0.0039404645336781,5.006942964594548e-06
2.0,0.7,0.4,0.0068441154082943,8.476963460996627e-06
2.0,0.7,0.5,0.0103347926863999,1.2518390006455072e-05
2.0,0.7,0.6,0.0143853870116162,1.825222780032646e-05
2.0,0.7,0.7,0.0187658891692932,2.3866630221281985e-05
2.0,0.7,0.8,0.0235346840442484,2.9938218145798297e-05
2.0,0.7,0.9,0.0286732146543951,3.846453860672112e-05
2.0,0.7,1.0,0.033788923541627,4.295587884474599e-05
2.0,0.7,2.0,0.0800199366212506,0.0001663545425972
2.0,0.8,0.04,7.749575908734291e-05,2.547150881293149e-07
2.0,0.8,0.06,0.0001757160350535,1.819558200885024e-07
2.0,0.8,0.08,0.0003106339174806,4.052000127706859e-07
2.0,0.8,0.1,0.0004863329553797,6.027241772503763e-07
2.0,0.8,0.15,0.0010924840019604,1.4222944473381129e-06
2.0,0.8,0.2,0.0019236105655461,2.4155308223934466e-06
2.0,0.8,0.3,0.004292983659542,5.4510607684670415e-06
2.0,0.8,0.4,0.0075130646393838,9.532292901931714e-06
2.0,0.8,0.5,0.0115055808299144,1.4623111288083836e-05
2.0,0.8,0.6,0.0161379546661973,2.0482678185059575e-05
2.0,0.8,0.7,0.021398880068801,2.7238673065967e-05
2.0,0.8,0.8,0.0271424935904371,0.0001097450387692
2.0,0.8,0.9,0.0327052240107282,4.184667818644743e-05
2.0,0.8,1.0,0.0388404752603123,4.831958619677887e-05
2.0,0.8,2.0,0.0923963178289689,0.0019111628079448
2.0,0.9,0.04,8.449922438530461e-05,2.778741307278557e-07
2.0,0.9,0.06,0.0001900455281555,2.667945137367982e-07
2.0,0.9,0.08,0.0003343891180372,3.835815448351499e-07
2.0,0.9,0.1,0.0005289323924538,6.575456866920903e-07
2.0,0.9,0.15,0.001188145454883,1.4005964554955297e-06
2.0,0.9,0.2,0.0020856720506384,3.70916541350368e-06
2.0,0.9,0.3,0.0046957106327364,6.763350613032763e-06
2.0,0.9,0.4,0.0081964018937891,9.724444776661084e-06
2.0,0.9,0.5,0.0124397629829501,5.901803062706196e-05
2.0,0.9,0.6,0.0173941957796067,2.104839984850945e-05
2.0,0.9,0.7,0.0230679698132277,2.971452776087736e-05
2.0,0.9,0.8,0.0291241788406475,9.61813338395514e-05
2.0,0.9,0.9,0.0358749475014385,0.0001441110370136
2.0,0.9,1.0,0.0426361312869021,5.44030957456208e-05
2.0,0.9,2.0,0.113603300968972,0.0011262721634359
2.0,1.0,0.04,8.757378582594561e-05,2.877581845629359e-07
2.0,1.0,0.06,0.0001995902354488,2.0729144885449301e-07
2.0,1.0,0.08,0.000351160918,3.20564593e-06
2.0,1.0,0.1,0.000552371937,4.44839662e-06
2.0,1.0,0.15,0.0012316493883839,4.398155058408156e-06
2.0,1.0,0.2,0.0021955161033459,2.7308625959134034e-06
2.0,1.0,0.3,0.004854533966253,2.30409443912128e-05
2.0,1.0,0.4,0.008458307784933,5.379280724743186e-05
2.0,1.0,0.5,0.0130661406,0.000110690264
2.0,1.0,0.6,0.0185634849276687,2.366929736818276e-05
2.0,1.0,0.7,0.0243442953070499,0.0001802123349494
2.0,1.0,0.8,0.0313074749191588,4.003249694885358e-05
2.0,1.0,0.9,0.0391850718526596,0.0002103918949397
2.0,1.0,1.0,0.046170318,0.000373203922
2.0,1.0,2.0,0.1309804188866923,0.0002735909877156
2.0,2.0,0.04,0.0001304013519306,3.34373636005938e-07
2.0,2.0,0.06,0.0002928448723828,6.862673841591294e-07
2.0,2.0,0.08,0.0005183849862717,1.1697945085174154e-06
2.0,2.0,0.1,0.0008142240780524,1.9073707461447564e-06
2.0,2.0,0.15,0.0018361384894045,3.842485003167027e-06
2.0,2.0,0.2,0.0032291799850433,7.293772746059967e-06
2.0,2.0,0.3,0.0073055183642106,1.8746787047258847e-05
2.0,2.0,0.4,0.0128664405719216,2.90623752218724e-05
2.0,2.0,0.5,0.0200827366119479,4.5276522242362445e-05
2.0,2.0,0.6,0.028743077336512,6.249664260539983e-05
2.0,2.0,0.7,0.0391875477227596,8.811611223026155e-05
2.0,2.0,0.8,0.0508385077127307,0.0001101467391953
2.0,2.0,0.9,0.0634889711109257,0.000133387592809
2.0,2.0,1.0,0.0773673201386763,0.0001749961945515
2.0,2.0,2.0,0.2744113508704337,0.0006490595888323
2.5,0.03,0.04,1.1527233580219257e-05,2.893134055186736e-08
2.5,0.03,0.06,1.8634404728212924e-05,4.6763224006204224e-08
2.5,0.03,0.08,2.3806694903456465e-05,5.972609630935838e-08
2.5,0.03,0.1,2.732843097142698e-05,6.851760804066396e-08
2.5,0.03,0.15,3.188996459502539e-05,7.99887582845982e-08
2.5,0.03,0.2,3.388168569868693e-05,8.503784477588235e-08
2.5,0.03,0.3,3.499773195367074e-05,8.846135844327839e-08
2.5,0.03,0.4,3.566156475881747e-05,9.014336883178737e-08
2.5,0.03,0.5,3.626426998958056e-05,9.159126267687949e-08
2.5,0.03,0.6,3.634453041902629e-05,9.223332687577168e-08
2.5,0.03,0.7,3.692778338653994e-05,9.368204961485372e-08
2.5,0.03,0.8,3.704921471109018e-05,9.475088464753092e-08
2.5,0.03,0.9,3.7924510063959824e-05,9.692400717245625e-08
2.5,0.03,1.0,3.881428622416012e-05,9.930571378384502e-08
2.5,0.03,2.0,6.07846922811544e-05,1.5775519058994545e-07
2.5,0.05,0.04,1.4018895143309191e-05,3.546312152614407e-08
2.5,0.05,0.06,2.7000819130130464e-05,8.792709790356563e-08
2.5,0.05,0.08,3.9913307997763465e-05,1.12455933200031e-07
2.5,0.05,0.1,5.137699666983648e-05,1.2301455799912145e-07
2.5,0.05,0.15,7.079970184502535e-05,1.4541145550306958e-07
2.5,0.05,0.2,8.103516174458136e-05,1.869006407101436e-07
2.5,0.05,0.3,9.059453097953116e-05,1.8741497023575758e-07
2.5,0.05,0.4,9.500873064886464e-05,2.1964490036446974e-07
2.5,0.05,0.5,9.892644000101787e-05,3.214683415689357e-07
2.5,0.05,0.6,9.922970022668234e-05,2.05554547759238e-07
2.5,0.05,0.7,0.0001012406038186,2.098173996973435e-07
2.5,0.05,0.8,0.0001017807153114,2.202124256892741e-07
2.5,0.05,0.9,0.0001054099728069,2.190755388017093e-07
2.5,0.05,1.0,0.0001072361225151,2.239625164369324e-07
2.5,0.05,2.0,0.0001677776649109,6.930956905383388e-07
2.5,0.07,0.04,1.5196437908360855e-05,3.8141996017506295e-08
2.5,0.07,0.06,3.1046179189535816e-05,6.381221470054009e-08
2.5,0.07,0.08,4.9327264284602765e-05,1.0126315542905937e-07
2.5,0.07,0.1,6.756626601120368e-05,1.388846656151128e-07
2.5,0.07,0.15,0.0001071247461111,2.1983960059756e-07
2.5,0.07,0.2,0.0001338372891835,2.755485527080205e-07
2.5,0.07,0.3,0.0001628646678098,3.36443213170502e-07
2.5,0.07,0.4,0.0001766849334781,3.651202416538282e-07
2.5,0.07,0.5,0.0001854672906006,3.826846363575486e-07
2.5,0.07,0.6,0.0001908560541966,3.9452944120801547e-07
2.5,0.07,0.7,0.0001962725867198,4.052486240634005e-07
2.5,0.07,0.8,0.0001999327505695,4.1468898316178057e-07
2.5,0.07,0.9,0.0002012319999053,4.527405359891964e-07
2.5,0.07,1.0,0.0002085019096976,4.508665251607958e-07
2.5,0.07,2.0,0.0003355332775654,4.059277604552292e-06
2.5,0.08,0.04,1.5329044878585127e-05,3.863718546188398e-08
2.5,0.08,0.06,3.223721922974379e-05,6.621745222804177e-08
2.5,0.08,0.08,5.243662270598689e-05,1.0765083156585877e-07
2.5,0.08,0.1,7.366764349848087e-05,1.5113774344724918e-07
2.5,0.08,0.15,0.0001230727435358,2.519877503335338e-07
2.5,0.08,0.2,0.0001573241494957,3.2545532520806405e-07
2.5,0.08,0.3,0.0002014969721474,4.158321373893101e-07
2.5,0.08,0.4,0.0002247796244139,4.794300895999958e-07
2.5,0.08,0.5,0.0002368748469852,4.88957945707672e-07
2.5,0.08,0.6,0.0002444364016629,5.05761666233797e-07
2.5,0.08,0.7,0.0002515388565799,5.21489679939705e-07
2.5,0.08,0.8,0.0002591203253802,5.370667333551952e-07
2.5,0.08,0.9,0.0002646822783831,5.915760099315848e-07
2.5,0.08,1.0,0.0002713767792798,5.864489200189212e-07
2.5,0.08,2.0,0.0004211380723295,2.574414862404405e-06
2.5,0.1,0.04,1.5741587940605452e-05,3.9577255662420055e-08
2.5,0.1,0.06,3.365928428016534e-05,6.920028766952538e-08
2.5,0.1,0.08,5.6308174651203246e-05,1.1572869532497933e-07
2.5,0.1,0.1,8.161712327445307e-05,1.875419951888363e-07
2.5,0.1,0.15,0.0001470285063091,3.020130855609253e-07
2.5,0.1,0.2,0.0002027404892521,4.181812309133428e-07
2.5,0.1,0.3,0.0002792195564261,5.774869742398557e-07
2.5,0.1,0.4,0.0003236581698876,6.692888913059246e-07
2.5,0.1,0.5,0.0003482185943787,7.225433754530206e-07
2.5,0.1,0.6,0.0003692711631251,7.634252893333275e-07
2.5,0.1,0.7,0.0003841248314996,7.953616884421919e-07
2.5,0.1,0.8,0.0003978686070331,8.24219661728491e-07
2.5,0.1,0.9,0.0004040365859741,8.441470773493706e-07
2.5,0.1,1.0,0.000419862966431,9.06198918954573e-07
2.5,0.1,2.0,0.0006697486900511,4.9067428099148326e-06
2.5,0.15,0.04,1.5918252657610964e-05,4.019937292678953e-08
2.5,0.15,0.06,3.514123133729021e-05,7.238632041124154e-08
2.5,0.15,0.08,6.0309434273145854e-05,1.2469950356697378e-07
2.5,0.15,0.1,9.068908157925371e-05,1.8750286747645754e-07
2.5,0.15,0.15,0.0001826292406783,3.765631244405444e-07
2.5,0.15,0.2,0.0002797544141454,5.77942952979693e-07
2.5,0.15,0.3,0.0004526864989339,9.382120018541672e-07
2.5,0.15,0.4,0.0005870665393318,1.211847758582916e-06
2.5,0.15,0.5,0.0006757347809474,1.39873264362656e-06
2.5,0.15,0.6,0.0007423487696796,1.5350444906779096e-06
2.5,0.15,0.7,0.0007909530179497,1.6418367291000147e-06
2.5,0.15,0.8,0.0008247789642684,1.7830284476903108e-06
2.5,0.15,0.9,0.0008677113477726,1.872399895772324e-06
2.5,0.15,1.0,0.0008988542917187,2.3056074036268017e-06
2.5,0.15,2.0,0.0015112640891569,8.921432876131236e-06
2.5,0.2,0.04,1.597426840307358e-05,4.048692840149909e-08
2.5,0.2,0.06,3.5691901955387075e-05,7.90965869047042e-08
2.5,0.2,0.08,6.206251038641627e-05,1.2842622909860374e-07
2.5,0.2,0.1,9.487221950191424e-05,1.96351273552965e-07
2.5,0.2,0.15,0.000200831668306,4.1358581425365227e-07
2.5,0.2,0.2,0.0003238481696579,6.695372013972565e-07
2.5,0.2,0.3,0.0005891212503767,1.2139716827470053e-06
2.5,0.2,0.4,0.0008129043148394,1.684938827357293e-06
2.5,0.2,0.5,0.0010058312963328,2.075725038440693e-06
2.5,0.2,0.6,0.0011447966375167,2.373867838396443e-06
2.5,0.2,0.7,0.0012528695584702,2.612546746717983e-06
2.5,0.2,0.8,0.0013529396127549,2.823113585943179e-06
2.5,0.2,0.9,0.0014459988332726,3.013806985122365e-06
2.5,0.2,1.0,0.0015183399352731,3.2896213720657863e-06
2.5,0.2,2.0,0.0026267599659211,4.326891937474378e-05
2.5,0.3,0.04,1.6237743808573704e-05,4.119575855281755e-08
2.5,0.3,0.06,3.638066947534621e-05,7.534419623989712e-08
2.5,0.3,0.08,6.475955963527864e-05,1.827762460099603e-07
2.5,0.3,0.1,9.931102886423056e-05,2.518773761628559e-07
2.5,0.3,0.15,0.0002168361373256,5.494727705369245e-07
2.5,0.3,0.2,0.0003681705756891,9.336451781938068e-07
2.5,0.3,0.3,0.0007413268917904,1.8787569264584383e-06
2.5,0.3,0.4,0.0011477780189413,2.911178751805807e-06
2.5,0.3,0.5,0.0015305821009553,3.906299004930732e-06
2.5,0.3,0.6,0.0018951866567872,4.080921362886639e-06
2.5,0.3,0.7,0.0022089052332041,5.1490810786391225e-06
2.5,0.3,0.8,0.0025062341103182,5.403457571092189e-06
2.5,0.3,0.9,0.0027279630525495,6.407096563928234e-06
2.5,0.3,1.0,0.0029867118972009,8.57737818596847e-06
2.5,0.3,2.0,0.0057821062208334,2.4836575185418555e-05
2.5,0.4,0.04,1.6663683171816372e-05,4.2409625186379426e-08
2.5,0.4,0.06,3.706041603488236e-05,1.0596157327745789e-07
2.5,0.4,0.08,6.610091333835001e-05,1.8830596036720914e-07
2.5,0.4,0.1,0.0001021816877813,2.919491096318164e-07
2.5,0.4,0.15,0.0002277142239455,5.794468269427298e-07
2.5,0.4,0.2,0.0003966236081521,1.3011744239371223e-06
2.5,0.4,0.3,0.0008210643745641,3.328187060857487e-06
2.5,0.4,0.4,0.0013600060670817,3.466638570514808e-06
2.5,0.4,0.5,0.0019121314329127,4.669211785252173e-06
2.5,0.4,0.6,0.0024897667128299,5.38572470258558e-06
2.5,0.4,0.7,0.0030511031601978,6.599194749069539e-06
2.5,0.4,0.8,0.0035689088173319,8.742818029814047e-06
2.5,0.4,0.9,0.0040836895379345,9.577934994339954e-06
2.5,0.4,1.0,0.0045180162488219,1.113074871019119e-05
2.5,0.4,2.0,0.0098930406599057,4.802358415871068e-05
2.5,0.5,0.04,1.735148646356027e-05,4.4299118394987434e-08
2.5,0.5,0.06,3.8570249750052906e-05,8.366894275372612e-08
2.5,0.5,0.08,6.868442586860081e-05,1.5426376241848957e-07
2.5,0.5,0.1,0.0001073647348544,2.4069626047263995e-07
2.5,0.5,0.15,0.0002395787882292,5.172079526339586e-07
2.5,0.5,0.2,0.0004176465091744,8.731070465575278e-07
2.5,0.5,0.3,0.000896060814685,2.101638350237356e-06
2.5,0.5,0.4,0.0015140432382011,3.5478200602391425e-06
2.5,0.5,0.5,0.0022153356595719,5.200975740079457e-06
2.5,0.5,0.6,0.0029804792147988,6.721320420160986e-06
2.5,0.5,0.7,0.0037206116901999,9.17446867534238e-06
2.5,0.5,0.8,0.0045131764146812,1.1666873192951831e-05
2.5,0.5,0.9,0.0053136023143932,1.2523143958743325e-05
2.5,0.5,1.0,0.0060887846643317,1.4385559049298232e-05
2.5,0.5,2.0,0.0142643087614762,0.0001646574068953
2.5,0.6,0.04,1.813280839102439e-05,4.673133817615024e-08
2.5,0.6,0.06,4.095039494904675e-05,8.893662789789618e-08
2.5,0.6,0.08,7.200870185909384e-05,1.69689448413859e-07
2.5,0.6,0.1,0.0001131606035821,2.552775006296599e-07
2.5,0.6,0.15,0.0002536122042273,5.713771231497445e-07
2.5,0.6,0.2,0.0004422661971439,1.040821746731621e-06
2.5,0.6,0.3,0.0009677004541864,2.3823117126926868e-06
