signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_1-5_0-03_0-04.0,0.172,7519,236.16073536201583,2.7235016959412115,290,9.108473634124827,0.534867988687467,0.03856895863811676
Signal_1-5_0-03_0-06.0,0.172,8113,390.8872522068308,4.339710603542083,368,17.73037209566298,0.9242595371352689,0.04535929988906694
Signal_1-5_0-03_0-08.0,0.172,8116,479.3155319649187,5.320475934296103,384,22.678310038754166,1.1572976629913565,0.047313947757516024
Signal_1-5_0-03_0-1.0,0.172,8402,559.6641094702361,6.105709233584098,376,25.045668312402853,1.2916317212081467,0.0447512497024518
Signal_1-5_0-03_0-15.0,0.172,8267,616.6461663145685,6.782066862085039,323,24.09298557150183,1.3405695773779582,0.03907100520140317
Signal_1-5_0-03_0-2.0,0.172,8534,667.0346765936122,7.220580140786968,400,31.264807902208204,1.5632403951104104,0.046871338176704934
Signal_1-5_0-03_0-3.0,0.172,8665,695.1903233360096,7.468260098898022,423,33.9371617739333,1.6500812712058173,0.048817080207732254
Signal_1-5_0-03_0-4.0,0.172,9050,737.8045359400737,7.755629096338484,430,35.055906127539416,1.690545910468565,0.04751381215469613
Signal_1-5_0-03_0-5.0,0.172,8770,722.386949760019,7.713830558869217,402,33.11283395707271,1.6515180508580936,0.045838084378563286
Signal_1-5_0-03_0-6.0,0.172,8910,740.6024322495729,7.845963473936239,366,30.422052772541377,1.590186172294127,0.04107744107744108
Signal_1-5_0-03_0-7.0,0.172,8768,730.3285883238344,7.7995227760492485,336,27.987044443066647,1.52681844807674,0.03832116788321168
Signal_1-5_0-03_0-8.0,0.172,8719,734.946996729573,7.870868936703606,380,32.03118003867848,1.6431648655713114,0.04358297969950681
Signal_1-5_0-03_0-9.0,0.172,8798,743.3996209819504,7.925567270414545,394,33.29159475640924,1.6772063137387463,0.04478290520572858
Signal_1-5_0-03_1-0.0,0.172,8863,760.9873721125715,8.083269813391816,376,32.28379238568508,1.664909468820173,0.042423558614464625
Signal_1-5_0-03_2-0.0,0.172,27505,841.0977782185628,5.0715494116493645,798,24.402691402232797,0.8638459116001117,0.029012906744228323
