signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_2-0_0-03_0-04.0,-0.16,7550,4.466461290964871,0.051403193221200794,7549,4.465869706687922,0.05139978892349043,0.9998675496688743
Signal_2-0_0-03_0-06.0,-0.16,7848,7.371583426980697,0.08321110471950995,7846,7.369704837932027,0.08320050120182186,0.9997451580020388
Signal_2-0_0-03_0-08.0,-0.16,8049,9.561277906909549,0.10657245685081755,8049,9.561277906909549,0.10657245685081755,1.0
Signal_2-0_0-03_0-1.0,-0.16,7997,10.861615454538768,0.12145932826853278,7995,10.858899032016687,0.12144413920722553,0.9997499062148305
Signal_2-0_0-03_0-15.0,-0.16,8163,12.918931530588186,0.1429886935886338,8159,12.912601048397525,0.14295365592734116,0.9995099840744823
Signal_2-0_0-03_0-2.0,-0.16,8140,13.533820546622458,0.15000585516343862,8138,13.530495283588891,0.14998742579360885,0.9997542997542999
Signal_2-0_0-03_0-3.0,-0.16,3160,13.891896301281381,0.24712574493946315,3159,13.887500131565787,0.2470866396706149,0.9996835443037976
Signal_2-0_0-03_0-4.0,-0.16,8103,14.32187370298632,0.15910246934052238,8100,14.31657126918292,0.15907301410203237,0.9996297667530545
Signal_2-0_0-03_0-5.0,-0.16,7106,14.712644976170093,0.17453324114609922,7106,14.712644976170093,0.17453324114609922,1.0
Signal_2-0_0-03_0-6.0,-0.16,7958,14.310674507846972,0.16041986130518185,7957,14.308876232588382,0.16040978183162063,0.999874340286504
Signal_2-0_0-03_0-7.0,-0.16,4803,14.593467659059748,0.2105727683227668,4803,14.593467659059748,0.2105727683227668,1.0
Signal_2-0_0-03_0-8.0,-0.16,13137,15.238574268009312,0.13295241671696076,13136,15.237414294326737,0.13294735639318336,0.9999238791200427
Signal_2-0_0-03_0-9.0,-0.16,6573,15.401108425668447,0.18996349979670377,6573,15.401108425668447,0.18996349979670377,1.0
Signal_2-0_0-03_1-0.0,-0.16,7936,15.11258942638527,0.16964382427078567,7936,15.11258942638527,0.16964382427078567,1.0
