signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_1-5_0-03_0-04.0,0.166,7519,236.16073536201583,2.7235016959412115,510,16.01835018415056,0.7093044682438829,0.06782816863944673
Signal_1-5_0-03_0-06.0,0.166,8113,390.8872522068308,4.339710603542083,634,30.546347577854156,1.2131504404168996,0.07814618513496858
Signal_1-5_0-03_0-08.0,0.166,8116,479.3155319649187,5.320475934296103,653,38.56493868569393,1.509162671521474,0.08045835386890095
Signal_1-5_0-03_0-1.0,0.166,8402,559.6641094702361,6.105709233584098,653,43.49686544680603,1.7021638798783612,0.07771959057367295
Signal_1-5_0-03_0-15.0,0.166,8267,616.6461663145685,6.782066862085039,589,43.93426780685628,1.810279967712678,0.0712471271319705
Signal_1-5_0-03_0-2.0,0.166,8534,667.0346765936122,7.220580140786968,683,53.38465949302051,2.042707225702011,0.08003280993672368
Signal_1-5_0-03_0-3.0,0.166,8665,695.1903233360096,7.468260098898022,728,58.407219317785895,2.164715570369193,0.08401615695326022
Signal_1-5_0-03_0-4.0,0.166,9050,737.8045359400737,7.755629096338484,743,60.57334477386462,2.2222204944832944,0.08209944751381217
Signal_1-5_0-03_0-5.0,0.166,8770,722.386949760019,7.713830558869217,709,58.40049571035958,2.193276654064271,0.08084378563283923
Signal_1-5_0-03_0-6.0,0.166,8910,740.6024322495729,7.845963473936239,710,59.01545756421962,2.2148106559183134,0.07968574635241303
Signal_1-5_0-03_0-7.0,0.166,8768,730.3285883238344,7.7995227760492485,625,52.05923445510909,2.082369378204364,0.07128193430656934
Signal_1-5_0-03_0-8.0,0.166,8719,734.946996729573,7.870868936703606,659,55.54880959339241,2.163874401100357,0.07558206216309207
Signal_1-5_0-03_0-9.0,0.166,8798,743.3996209819504,7.925567270414545,686,57.96455330684451,2.2130969290980267,0.07797226642418731
Signal_1-5_0-03_1-0.0,0.166,8863,760.9873721125715,8.083269813391816,661,56.75422012483469,2.207483319327856,0.07457971341532214
Signal_1-5_0-03_2-0.0,0.166,27505,841.0977782185628,5.0715494116493645,1450,44.340729991525755,1.1644446171166722,0.05271768769314669
Signal_1-5_0-05_0-04.0,0.166,8214,288.8290792265921,3.1868642656894024,637,22.39884629502547,0.8874746025049551,0.07755052349646946
Signal_1-5_0-05_0-06.0,0.166,167244,554.0744811973011,1.3548551779139877,13150,43.56556544775604,0.37990978444635676,0.07862763387625268
Signal_1-5_0-05_0-08.0,0.166,170100,819.6840742741097,1.987441437201541,13309,64.13389385369857,0.5559233249011002,0.0782422104644327
Signal_1-5_0-05_0-1.0,0.166,170708,1040.0202072245243,2.5171832922264326,13574,82.6981412286811,0.7098095297258816,0.07951589849333365
Signal_1-5_0-05_0-15.0,0.166,172886,1426.8647306753517,3.431649233865548,13546,111.79800354990171,0.9605688800324846,0.07835220897007274
Signal_1-5_0-05_0-2.0,0.166,175336,1650.7663933822478,3.9423036447691144,13738,129.34154259413538,1.1035100181759891,0.07835242049550577
Signal_1-5_0-05_0-3.0,0.166,178112,1865.1865018333106,4.419525801556113,14055,147.18377359901177,1.2414936669754606,0.07891102227811715
Signal_1-5_0-05_0-4.0,0.166,177918,1941.432033666486,4.602695531340229,14022,153.00734032572012,1.2921331978313482,0.07881158736046945
Signal_1-5_0-05_0-5.0,0.166,180028,2007.2136837605321,4.730680096114158,14131,157.55291713078014,1.3253787416237044,0.07849334547959208
Signal_1-5_0-05_0-6.0,0.166,174106,1969.9166582188345,4.721075913076676,13366,151.2291710438064,1.3080816194576756,0.07676932443453992
