sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,-0.22,45027,1676133.4119627557,7898.999334029563
sel_ttbar.2_v2.root,-0.22,50706,579734.5212884403,2574.5390643356773
sel_ttbar.3_v2.root,-0.22,114731,866084.5552400056,2556.936274975805
sel_ttbar.4_v2.root,-0.22,167585,279815.01041069545,683.5234775553436
sel_ttbar.5_v2.root,-0.22,9885,61375.1358929038,617.3111621399869
sel_ttbar.6_v2.root,-0.22,8120,17113.45952176507,189.91523154500945
sel_ttbar.7_v2.root,-0.22,5337,1954.3625185866658,26.752016498662126
sel_ttbar.8_v2.root,-0.22,3511,9.85851355380515,0.16637804739238948
sel_ttbar.9_v2.root,-0.22,3383,0.15897840079997966,0.0027332988907482875
sel_wjets.2_v2.root,-0.22,59,363509.74842051906,47324.93827778063
sel_wjets.3_v2.root,-0.22,38001,974229.0949831312,4997.62404934246
sel_wjets.4_v2.root,-0.22,110900,552910.3530804212,1660.3091028160213
sel_wjets.5_v2.root,-0.22,73063,181585.5131383834,671.7883178344908
sel_wjets.6_v2.root,-0.22,76464,86018.23938950893,311.0728030724438
sel_wjets.7_v2.root,-0.22,19389,22524.007899818163,161.75881832579222
sel_wjets.8_v2.root,-0.22,30102,787.1335876940925,4.536811851857718
sel_ww2l2v.0_v2.root,-0.22,617,1105.8024881459314,44.517931899395805
sel_wwlv2q.1_v2.root,-0.22,422,5428.74699625,264.2672689783998
sel_wwlv2q.2_v2.root,-0.22,1821,5004.196063559999,117.26795293508162
sel_wwlv2q.3_v2.root,-0.22,31974,5918.7308007599995,33.10016070035728
sel_wwlv2q.4_v2.root,-0.22,46641,455.34677345639983,2.108425873024435
sel_wwlv2q.5_v2.root,-0.22,47666,65.09320906212244,0.29814760719880007
sel_wwlv2q.6_v2.root,-0.22,51627,18.209751113755104,0.08014299445859253
sel_wwlv2q.7_v2.root,-0.22,58898,1.885497454980001,0.007769188822720793
sel_wz2l2q.1_v2.root,-0.22,89,71.2709930232558,7.554710151059923
sel_wz2l2q.2_v2.root,-0.22,270,45.37339615384615,2.7613369537866315
sel_wz2l2q.3_v2.root,-0.22,5007,60.11526820408163,0.8495637893440982
sel_wz2l2q.4_v2.root,-0.22,11041,6.767055939183673,0.06440143754224409
sel_wz2l2q.5_v2.root,-0.22,25707,2.0939292376199994,0.013059793267320837
sel_wz2l2q.6_v2.root,-0.22,36506,0.7662125136734691,0.004010210001689594
sel_wz2l2q.7_v2.root,-0.22,48634,0.08848033246530615,0.0004012146205145905
sel_wz2l2q.8_v2.root,-0.22,1560,0.00017328916799999995,4.387419058069379e-06
sel_wz2l2q.9_v2.root,-0.22,2314,2.052464778e-07,4.266718940117929e-09
sel_wz3l1v.0_v2.root,-0.22,711,65.80888438235294,2.468025986400829
sel_wzlv2q.1_v2.root,-0.22,1188,2419.221816,70.18874382769444
sel_wzlv2q.2_v2.root,-0.22,2568,2170.8331200000002,42.83797462136604
sel_wzlv2q.3_v2.root,-0.22,47960,2001.9089112000008,9.141231879914201
sel_wzlv2q.4_v2.root,-0.22,82324,167.9403178728,0.5853178098486606
sel_wzlv2q.5_v2.root,-0.22,71136,19.513357418880005,0.07316228804049445
sel_wzlv2q.6_v2.root,-0.22,71918,5.072891707714284,0.01891632603372706
sel_wzlv2q.7_v2.root,-0.22,75359,0.45914116344489797,0.0016725482951848577
sel_wzlv2q.9_v2.root,-0.22,2347,6.587517354e-07,1.3597692868238647e-08
sel_zjets.1_v2.root,-0.22,1,304924.33708575455,304924.33708575455
sel_zjets.2_v2.root,-0.22,5326,248702.85553490574,3407.8478035998364
sel_zjets.3_v2.root,-0.22,68721,1136197.7642857279,4334.202468044776
sel_zjets.4_v2.root,-0.22,146194,631774.7014944649,1652.3325440990707
sel_zjets.5_v2.root,-0.22,80371,196669.77084307472,693.7259267272188
sel_zjets.6_v2.root,-0.22,79955,87154.30725459152,308.2237084586101
sel_zjets.7_v2.root,-0.22,76720,19643.50122152209,70.91932626110996
sel_zjets.8_v2.root,-0.22,94062,553.2246963818299,1.8038252203109073
sel_zz4l.0_v2.root,-0.22,1934,1184.1048453705175,26.925385092386097
TOTAL,,2035852,8315624.37761748,308799.38183978316
