sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,-0.22,45027,167613.34119627567,789.8999334029563
sel_ttbar.2_v2.root,-0.22,50706,57973.45212884406,257.4539064335678
sel_ttbar.3_v2.root,-0.22,114731,86608.45552400054,255.69362749758045
sel_ttbar.4_v2.root,-0.22,167585,27981.50104106954,68.3523477555344
sel_ttbar.5_v2.root,-0.22,9885,6137.513589290381,61.7311162139987
sel_ttbar.6_v2.root,-0.22,8120,1711.345952176508,18.99152315450094
sel_ttbar.7_v2.root,-0.22,5337,195.43625185866648,2.6752016498662123
sel_ttbar.8_v2.root,-0.22,3511,0.985851355380515,0.016637804739238947
sel_ttbar.9_v2.root,-0.22,3383,0.015897840079997963,0.0002733298890748288
sel_wjets.2_v2.root,-0.22,59,36350.97484205191,4732.493827778065
sel_wjets.3_v2.root,-0.22,38001,97422.90949831314,499.7624049342459
sel_wjets.4_v2.root,-0.22,110900,55291.035308042134,166.03091028160216
sel_wjets.5_v2.root,-0.22,73063,18158.551313838332,67.17883178344907
sel_wjets.6_v2.root,-0.22,76464,8601.823938950896,31.107280307244377
sel_wjets.7_v2.root,-0.22,19389,2252.4007899818166,16.175881832579226
sel_wjets.8_v2.root,-0.22,30102,78.71335876940924,0.4536811851857717
sel_ww2l2v.0_v2.root,-0.22,617,110.58024881459309,4.451793189939579
sel_wwlv2q.1_v2.root,-0.22,422,542.8746996250002,26.42672689783998
sel_wwlv2q.2_v2.root,-0.22,1821,500.4196063559999,11.72679529350816
sel_wwlv2q.3_v2.root,-0.22,31974,591.8730800760003,3.310016070035728
sel_wwlv2q.4_v2.root,-0.22,46641,45.53467734563998,0.21084258730244348
sel_wwlv2q.5_v2.root,-0.22,47666,6.509320906212246,0.029814760719879995
sel_wwlv2q.6_v2.root,-0.22,51627,1.8209751113755102,0.008014299445859255
sel_wwlv2q.7_v2.root,-0.22,58898,0.18854974549799988,0.0007769188822720791
sel_wz2l2q.1_v2.root,-0.22,89,7.127099302325583,0.7554710151059923
sel_wz2l2q.2_v2.root,-0.22,270,4.5373396153846155,0.27613369537866317
sel_wz2l2q.3_v2.root,-0.22,5007,6.0115268204081636,0.0849563789344098
sel_wz2l2q.4_v2.root,-0.22,11041,0.6767055939183674,0.0064401437542244075
sel_wz2l2q.5_v2.root,-0.22,25707,0.20939292376200003,0.001305979326732084
sel_wz2l2q.6_v2.root,-0.22,36506,0.07662125136734696,0.00040102100016895935
sel_wz2l2q.7_v2.root,-0.22,48634,0.008848033246530615,4.012146205145905e-05
sel_wz2l2q.8_v2.root,-0.22,1560,1.7328916800000006e-05,4.387419058069379e-07
sel_wz2l2q.9_v2.root,-0.22,2314,2.052464778e-08,4.2667189401179286e-10
sel_wz3l1v.0_v2.root,-0.22,711,6.580888438235293,0.2468025986400829
sel_wzlv2q.1_v2.root,-0.22,1188,241.92218159999993,7.018874382769441
sel_wzlv2q.2_v2.root,-0.22,2568,217.08331199999998,4.283797462136603
sel_wzlv2q.3_v2.root,-0.22,47960,200.19089112000006,0.9141231879914199
sel_wzlv2q.4_v2.root,-0.22,82324,16.79403178727999,0.058531780984866055
sel_wzlv2q.5_v2.root,-0.22,71136,1.9513357418880002,0.007316228804049444
sel_wzlv2q.6_v2.root,-0.22,71918,0.5072891707714289,0.0018916326033727056
sel_wzlv2q.7_v2.root,-0.22,75359,0.04591411634448979,0.00016725482951848578
sel_wzlv2q.9_v2.root,-0.22,2347,6.587517353999999e-08,1.3597692868238652e-09
sel_zjets.1_v2.root,-0.22,1,30492.433708575452,30492.433708575452
sel_zjets.2_v2.root,-0.22,5326,24870.285553490583,340.78478035998376
sel_zjets.3_v2.root,-0.22,68721,113619.77642857288,433.4202468044778
sel_zjets.4_v2.root,-0.22,146194,63177.470149446446,165.23325440990706
sel_zjets.5_v2.root,-0.22,80371,19666.977084307466,69.37259267272191
sel_zjets.6_v2.root,-0.22,79955,8715.43072545915,30.822370845861006
sel_zjets.7_v2.root,-0.22,76720,1964.3501221522088,7.091932626110997
sel_zjets.8_v2.root,-0.22,94062,55.322469638182994,0.18038252203109076
sel_zz4l.0_v2.root,-0.22,1934,118.41048453705183,2.6925385092386094
TOTAL,,2035852,831562.4377617482,30879.93818397831
