signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_1-0_0-03_0-04.0,-0.11,6351,194.2448299193584,2.4374090086057207,6332,193.66371643038536,2.433760334418063,0.9970083451424973
Signal_1-0_0-03_0-06.0,-0.11,6791,294.6760021349737,3.575838565313729,6772,293.8515515326228,3.570832784061188,0.9972021793550284
Signal_1-0_0-03_0-08.0,-0.11,7566,370.98378791402985,4.26502678329279,7545,369.9540946089552,4.259103719730056,0.9972244250594765
Signal_1-0_0-03_0-1.0,-0.11,8041,417.2649269457432,4.653254979059426,8004,415.3449167110718,4.642536850205193,0.9953985822658873
Signal_1-0_0-03_0-15.0,-0.11,8958,475.3587493444537,5.022453942154484,8929,473.81985631799813,5.01431768206684,0.9967626702388926
Signal_1-0_0-03_0-2.0,-0.11,9145,484.66858487638575,5.068191494642022,9119,483.29063154595536,5.06098172030411,0.9971569163477311
Signal_1-0_0-03_0-3.0,-0.11,9613,507.419381838189,5.175324439159512,9591,506.2581182991855,5.169399007205501,0.9977114324352439
Signal_1-0_0-03_0-4.0,-0.11,9658,512.0472755011372,5.210344740214417,9631,510.61579109043817,5.203056597391101,0.9972043901428866
Signal_1-0_0-03_0-5.0,-0.11,9752,512.8929554314971,5.193736207075301,9721,511.2625532967169,5.185474620788645,0.9968211648892535
Signal_1-0_0-03_0-6.0,-0.11,9787,519.0004076453295,5.246176585702018,9759,517.5155796680056,5.238666717618897,0.9971390620210484
Signal_1-0_0-03_0-7.0,-0.11,10092,536.119632190596,5.3367036890186865,10058,534.3134423873379,5.327706413545411,0.9966309948474038
Signal_1-0_0-03_0-8.0,-0.11,9817,525.3163206885154,5.301899586564034,9793,524.0320595398422,5.295414741099911,0.9975552612814504
Signal_1-0_0-03_0-9.0,-0.11,9998,536.2152242351681,5.362688538021607,9965,534.4453600223494,5.3538310169349295,0.9966993398679735
Signal_1-0_0-03_1-0.0,-0.11,9765,526.1285889386357,5.324217363846722,9730,524.2428233868843,5.314667190482985,0.9964157706093189
Signal_1-0_0-03_2-0.0,-0.11,31679,552.5119026826254,3.1042444007923815,31540,550.0876104236247,3.097426566705183,0.9956122352346981
Signal_1-0_0-05_0-04.0,-0.11,7866,221.35258101505167,2.495787580573751,7850,220.9023342191909,2.493247984311277,0.9979659293160437
Signal_1-0_0-05_0-06.0,-0.11,8051,416.36573134097534,4.640342799687274,8036,415.58999093976865,4.636018020593957,0.9981368774065332
Signal_1-0_0-05_0-08.0,-0.11,8248,603.6787180749766,6.647089700463991,8221,601.7025632025197,6.636201088760144,0.9967264791464598
Signal_1-0_0-05_0-1.0,-0.11,8670,770.7427864527481,8.277513924991318,8642,768.2536517329468,8.264136888090148,0.9967704728950403
Signal_1-0_0-05_0-15.0,-0.11,9032,1046.821490381517,11.014902703531527,9014,1044.7352650906769,11.003921352218667,0.9980070859167405
Signal_1-0_0-05_0-2.0,-0.11,9120,1157.2703031295703,12.118179735393392,9086,1152.955918227552,12.095569930755891,0.9962719298245614
Signal_1-0_0-05_0-3.0,-0.11,9348,1283.4012147283702,13.274039148472292,9329,1280.7926756740444,13.260542409701564,0.9979674796747969
Signal_1-0_0-05_0-4.0,-0.11,9603,1353.590322204604,13.812865284098578,9577,1349.9254936742157,13.794153531779461,0.9972925127564303
Signal_1-0_0-05_0-5.0,-0.11,9722,1393.6784909521512,14.134641215901787,9691,1389.234545959401,14.112088051385484,0.99681135568813
Signal_1-0_0-05_0-6.0,-0.11,9910,1424.729539977541,14.311844262152889,9884,1420.9916017293658,14.293057564964231,0.9973763874873864
Signal_1-0_0-05_0-7.0,-0.11,9927,1434.3007367113426,14.39564772593611,9904,1430.9775860168365,14.378961320040897,0.9976830865316813
Signal_1-0_0-05_0-8.0,-0.11,9849,1447.140675556714,14.581919014779686,9821,1443.026558497562,14.561176587473243,0.9971570717839374
Signal_1-0_0-05_0-9.0,-0.11,9982,1469.4830037120562,14.708073265196045,9946,1464.1833254778712,14.681527036922201,0.9963935083149669
Signal_1-0_0-05_1-0.0,-0.11,9791,1451.9033655440962,14.673178022896819,9761,1447.4546778751837,14.65068118640806,0.9969359615973854
Signal_1-0_0-05_2-0.0,-0.11,31170,1508.446883669768,8.54400750184758,31046,1502.4460041838827,8.526995748398575,0.9960218158485724
Signal_1-0_0-07_0-04.0,-0.11,8732,226.45156385809798,2.423362932692433,8707,225.80322566565036,2.419891362659948,0.9971369674759504
Signal_1-0_0-07_0-06.0,-0.11,8644,456.69842821747494,4.912155854920064,8616,455.2190719021014,4.9041935732044575,0.9967607589079132
Signal_1-0_0-07_0-08.0,-0.11,177969,735.8055982432284,1.7441784153190605,177455,733.6804861310234,1.7416578753580556,0.9971118565592885
Signal_1-0_0-07_0-1.0,-0.11,181136,1008.1696490425905,2.368815479276065,180596,1005.1641083964297,2.36528190467998,0.9970188145923505
Signal_1-0_0-07_0-15.0,-0.11,186691,1576.9392083097653,3.6496671655912847,186154,1572.4032834132124,3.644414414662733,0.9971235892464018
Signal_1-0_0-07_0-2.0,-0.11,189744,1955.4597337270277,4.489157592651809,189229,1950.1522575334752,4.483061254865556,0.9972858166793153
Signal_1-0_0-07_0-3.0,-0.11,195923,2390.74983877501,5.401214490074158,195357,2383.8432254179943,5.393407089989273,0.9971111099768788
Signal_1-0_0-07_0-4.0,-0.11,197905,2583.6697322702057,5.80775936992595,197375,2576.7505288235866,5.799977413767751,0.9973219473990047
Signal_1-0_0-07_0-5.0,-0.11,199151,2685.964698174789,6.018788114247084,198574,2678.182655248332,6.010062675115241,0.9971027009655989
Signal_1-0_0-07_0-6.0,-0.11,194908,2685.8381505817333,6.083661000007466,194372,2678.452054327543,6.075290160366487,0.997249984608123
