sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,0.102,17,63.28262598744499,15.348291247805458
sel_ttbar.2_v2.root,0.102,11,12.576578184382214,3.791980998560451
sel_ttbar.3_v2.root,0.102,13,9.813476059757235,2.7217685479994636
sel_ttbar.4_v2.root,0.102,43,7.179667301763228,1.0948889989826416
sel_ttbar.5_v2.root,0.102,28,17.38496514922921,3.2854495954560994
sel_ttbar.6_v2.root,0.102,137,28.873694020712016,2.466846159316596
sel_ttbar.7_v2.root,0.102,197,7.2139669507508515,0.5139738639512741
sel_ttbar.8_v2.root,0.102,106,0.02976366951590276,0.0028909031412670226
sel_ttbar.9_v2.root,0.102,53,0.00024906459480930897,3.421165320265841e-05
sel_wjets.2_v2.root,0.102,0,0.0,0.0
sel_wjets.3_v2.root,0.102,0,0.0,0.0
sel_wjets.4_v2.root,0.102,3,1.4956997829046559,0.8635426722868679
sel_wjets.5_v2.root,0.102,164,40.759377735235155,3.182772676575184
sel_wjets.6_v2.root,0.102,964,108.44525890809615,3.492786606370192
sel_wjets.7_v2.root,0.102,349,40.54298188166766,2.1702160640438324
sel_wjets.8_v2.root,0.102,412,1.0773338586471535,0.05307642966413761
sel_ww2l2v.0_v2.root,0.102,2,0.35844489080905384,0.2534588129727535
sel_wwlv2q.1_v2.root,0.102,2,2.572865875,1.8192909072959602
sel_wwlv2q.2_v2.root,0.102,2,0.549609672,0.3886327260769141
sel_wwlv2q.3_v2.root,0.102,20,0.3702214800000001,0.0827840396010579
sel_wwlv2q.4_v2.root,0.102,161,0.15718108643999992,0.012387604988733158
sel_wwlv2q.5_v2.root,0.102,2747,0.37513331366938785,0.007157416722075477
sel_wwlv2q.6_v2.root,0.102,10135,0.35747927932653056,0.0035509045401923333
sel_wwlv2q.7_v2.root,0.102,14060,0.045010177284489784,0.00037959288470807215
sel_wz2l2q.1_v2.root,0.102,0,0.0,0.0
sel_wz2l2q.2_v2.root,0.102,0,0.0,0.0
sel_wz2l2q.3_v2.root,0.102,1,0.0012006244897959184,0.0012006244897959184
sel_wz2l2q.4_v2.root,0.102,5,0.00030645122448979596,0.0001370491539494464
sel_wz2l2q.5_v2.root,0.102,82,0.0006679200120000001,7.375942622108983e-05
sel_wz2l2q.6_v2.root,0.102,575,0.0012068487244897958,5.0329070928503575e-05
sel_wz2l2q.7_v2.root,0.102,1596,0.00029036190857142864,7.268138572843931e-06
sel_wz2l2q.8_v2.root,0.102,105,1.1663694000000003e-06,1.1382599825449368e-07
sel_wz2l2q.9_v2.root,0.102,197,1.74734469e-09,1.244931544745385e-10
sel_wz3l1v.0_v2.root,0.102,0,0.0,0.0
sel_wzlv2q.1_v2.root,0.102,3,0.6109146,0.3527117087618725
sel_wzlv2q.2_v2.root,0.102,4,0.338136,0.169068
sel_wzlv2q.3_v2.root,0.102,25,0.10435305,0.02087061
sel_wzlv2q.4_v2.root,0.102,138,0.028151892360000007,0.0023964482224667323
sel_wzlv2q.5_v2.root,0.102,2284,0.062652536472,0.0013109635242105507
sel_wzlv2q.6_v2.root,0.102,8507,0.060005964789795946,0.0006505882365421345
sel_wzlv2q.7_v2.root,0.102,11779,0.007176612964897959,6.612494357394491e-05
sel_wzlv2q.9_v2.root,0.102,562,1.5774114840000002e-08,6.65390874590604e-10
sel_zjets.1_v2.root,0.102,0,0.0,0.0
sel_zjets.2_v2.root,0.102,0,0.0,0.0
sel_zjets.3_v2.root,0.102,0,0.0,0.0
sel_zjets.4_v2.root,0.102,30,12.964445219936485,2.36697303083308
sel_zjets.5_v2.root,0.102,517,126.51114397714304,5.5639537502936705
sel_zjets.6_v2.root,0.102,2766,301.5056142407605,5.7328333268335285
sel_zjets.7_v2.root,0.102,3618,92.63580216301733,1.5400846252571567
sel_zjets.8_v2.root,0.102,2785,1.637994917632409,0.031038444628418205
sel_zz4l.0_v2.root,0.102,0,0.0,0.0
TOTAL,,65205,879.9316488945575,19.467191978363797
