sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,-0.04,4889,181993.3873250697,2602.828717137049
sel_ttbar.2_v2.root,-0.04,4796,54833.880883906444,791.788878018716
sel_ttbar.3_v2.root,-0.04,17183,129711.50702677583,989.5301017236169
sel_ttbar.4_v2.root,-0.04,52848,88239.78082874024,383.83992216077
sel_ttbar.5_v2.root,-0.04,4583,28455.462599613376,420.3303231641046
sel_ttbar.6_v2.root,-0.04,4366,9201.645846308658,139.25912061844028
sel_ttbar.7_v2.root,-0.04,3383,1238.8248829639665,21.298985657158656
sel_ttbar.8_v2.root,-0.04,2421,6.797909801698166,0.13815862524603237
sel_ttbar.9_v2.root,-0.04,2308,0.10846058204148773,0.0022576365550936836
sel_wjets.2_v2.root,-0.04,0,0.0,0.0
sel_wjets.3_v2.root,-0.04,4004,102650.28015874469,1622.2325251952614
sel_wjets.4_v2.root,-0.04,29566,147406.19927119688,857.273624635545
sel_wjets.5_v2.root,-0.04,26355,65500.81708610505,403.4736780470003
sel_wjets.6_v2.root,-0.04,32515,36577.775865111464,202.85018831676882
sel_wjets.7_v2.root,-0.04,9771,11350.873236841679,114.8311639637086
sel_wjets.8_v2.root,-0.04,18221,476.4587436507229,3.5297113965998133
sel_ww2l2v.0_v2.root,-0.04,153,274.21034146892623,22.168592186530773
sel_wwlv2q.1_v2.root,-0.04,83,1067.7393381249997,117.19961831117239
sel_wwlv2q.2_v2.root,-0.04,328,901.3598620799997,49.76927255605381
sel_wwlv2q.3_v2.root,-0.04,6093,1127.87973882,14.449313239181198
sel_wwlv2q.4_v2.root,-0.04,29616,289.1350966463999,1.6801095908283818
sel_wwlv2q.5_v2.root,-0.04,33148,45.267270045551015,0.24863120740378875
sel_wwlv2q.6_v2.root,-0.04,41635,14.685396936122451,0.07197081243445617
sel_wwlv2q.7_v2.root,-0.04,51866,1.6603825427008172,0.007290658914108835
sel_wz2l2q.1_v2.root,-0.04,15,12.011965116279065,3.1014760567048847
sel_wz2l2q.2_v2.root,-0.04,22,3.697091538461537,0.7882225644322658
sel_wz2l2q.3_v2.root,-0.04,528,6.3392973061224485,0.2758825038640165
sel_wz2l2q.4_v2.root,-0.04,3186,1.9527072024489796,0.03459507228668655
sel_wz2l2q.5_v2.root,-0.04,8408,0.6848623732799998,0.007468905334782481
sel_wz2l2q.6_v2.root,-0.04,18980,0.3983650224489794,0.0028915659041092176
sel_wz2l2q.7_v2.root,-0.04,33068,0.060160949828571446,0.00033083444486685967
sel_wz2l2q.8_v2.root,-0.04,1292,0.00014351897759999995,3.992804764190866e-06
sel_wz2l2q.9_v2.root,-0.04,2109,1.870634493e-07,4.073339871282117e-09
sel_wz3l1v.0_v2.root,-0.04,177,16.382802441176473,1.2314068382465342
sel_wzlv2q.1_v2.root,-0.04,248,505.022736,32.068975804991844
sel_wzlv2q.2_v2.root,-0.04,504,426.05136000000005,18.977835932012905
sel_wzlv2q.3_v2.root,-0.04,7448,310.88860656000014,3.6023422549661226
sel_wzlv2q.4_v2.root,-0.04,46394,94.64339812680001,0.43939935589411905
sel_wzlv2q.5_v2.root,-0.04,44605,12.235623420900003,0.05793410875510785
sel_wzlv2q.6_v2.root,-0.04,55623,3.923488632306121,0.01663585760417988
sel_wzlv2q.7_v2.root,-0.04,65991,0.40206457777959187,0.0015651409642256865
sel_wzlv2q.9_v2.root,-0.04,2301,6.458405382e-07,1.3463779549183325e-08
sel_zjets.1_v2.root,-0.04,0,0.0,0.0
sel_zjets.2_v2.root,-0.04,37,1727.7517188868787,284.0406329000931
sel_zjets.3_v2.root,-0.04,11076,183124.9026822765,1740.026783976526
sel_zjets.4_v2.root,-0.04,53796,232478.43168390106,1002.3229506805152
sel_zjets.5_v2.root,-0.04,39419,96459.24147843328,485.8375086870859
sel_zjets.6_v2.root,-0.04,45784,49906.4824381742,233.23842178325074
sel_zjets.7_v2.root,-0.04,49729,12732.686030305942,57.09724677267235
sel_zjets.8_v2.root,-0.04,66119,388.87822606440653,1.5123436552829859
sel_zz4l.0_v2.root,-0.04,213,130.41071978486053,8.935595283706837
TOTAL,,937203,1439709.217203524,4090.660338880115
