signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_2-5_0-03_0-04.0,0.159,148261,10.713635787171514,0.027824246733183896,54110,3.910096602908726,0.016809264856975207,0.36496448830103667
Signal_2-5_0-03_0-06.0,0.159,147235,17.345759352637405,0.04520513666481977,54239,6.389898064507081,0.027437092861513194,0.3683838761164125
Signal_2-5_0-03_0-08.0,0.159,149015,22.395094348485866,0.058014680237204526,54176,8.141976521984837,0.034980529371503345,0.36356071536422513
Signal_2-5_0-03_0-1.0,0.159,150205,25.824407078538947,0.0666328154829515,55364,9.518607726082555,0.04045383505686995,0.368589594221231
Signal_2-5_0-03_0-15.0,0.159,150935,30.24412272948771,0.07784774056075014,55854,11.19193845650649,0.04735634469260222,0.37005333421671593
Signal_2-5_0-03_0-2.0,0.159,150764,32.310903661601586,0.08321474346821045,55175,11.82479975013178,0.05034109105568065,0.365969329548168
Signal_2-5_0-03_0-3.0,0.159,149101,33.253513996996375,0.08611866069840894,54509,12.156966046252377,0.052070421879248825,0.36558440251909785
Signal_2-5_0-03_0-4.0,0.159,149239,34.01838060344266,0.08805874073615992,54985,12.533591470596123,0.05345070283002416,0.368435864619838
Signal_2-5_0-03_0-5.0,0.159,149754,34.61894135903308,0.08945910880130145,55677,12.87096703959083,0.054547300791848996,0.37178973516567176
Signal_2-5_0-03_0-6.0,0.159,145982,34.239996451776,0.08961569068650196,53662,12.586392086662766,0.05433351842385409,0.3675932649230727
Signal_2-5_0-03_0-7.0,0.159,148269,35.254792292164424,0.09155730086910657,54530,12.965918861607797,0.05552461433543498,0.3677774855161902
Signal_2-5_0-03_0-8.0,0.159,143761,34.88859295240987,0.0920159072070164,51480,12.493407566656186,0.05506322434919729,0.35809433712898486
Signal_2-5_0-03_0-9.0,0.159,145421,35.95939298453458,0.09429719811518245,51618,12.763988330954305,0.05618052739680366,0.354955611637934
Signal_2-5_0-03_1-0.0,0.159,144076,36.67638333807788,0.09662526143540992,50516,12.859492078530376,0.057214925656745456,0.35062050584413784
Signal_2-5_0-03_2-0.0,0.159,21857,53.68903725639912,0.363153588667169,4836,11.879040315319855,0.17081980043615935,0.22125634808070635
Signal_2-5_0-05_0-04.0,0.159,147328,13.156991646200554,0.03427787986070766,54173,4.837869980245594,0.02078560878598682,0.3677033557775848
Signal_2-5_0-05_0-06.0,0.159,149963,25.583862680926302,0.06606539796486507,55350,9.442774546983395,0.040136621052425527,0.3690910424571395
Signal_2-5_0-05_0-08.0,0.159,148581,37.608024351452,0.09756608552710587,55152,13.959777892404013,0.059442610728451126,0.37119147131867464
Signal_2-5_0-05_0-1.0,0.159,150758,48.923745729568616,0.12600260290985837,55418,17.984160978795376,0.07639496867929918,0.3675957494792979
Signal_2-5_0-05_0-15.0,0.159,151386,67.66666309631265,0.17391294255704923,56443,25.228947624913623,0.10619256005052856,0.3728416101885246
Signal_2-5_0-05_0-2.0,0.159,147686,76.34154657786895,0.19865124439933723,54074,27.951822038999538,0.12020315705600083,0.36614167896753924
