signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_2-5_0-03_0-04.0,-0.18,148261,1.0713635787171507,0.002782424673318389,148256,1.0713274477191566,0.0027823777552459937,0.9999662756894934
Signal_2-5_0-03_0-06.0,-0.18,147235,1.7345759352637398,0.004520513666481978,147225,1.7344581252365543,0.004520360150319861,0.9999320813665229
Signal_2-5_0-03_0-08.0,-0.18,149015,2.2395094348485864,0.005801468023720453,149008,2.2394042335866735,0.005801331759743351,0.9999530248632688
Signal_2-5_0-03_0-1.0,-0.18,150205,2.5824407078538933,0.00666328154829515,150196,2.58228597288255,0.00666308191968,0.9999400818880864
Signal_2-5_0-03_0-15.0,-0.18,150935,3.0244122729487746,0.007784774056075014,150919,3.024091667414159,0.007784361429162767,0.999893994103422
Signal_2-5_0-03_0-2.0,-0.18,150764,3.2310903661601604,0.008321474346821046,150756,3.2309189146005752,0.008321253562423166,0.9999469369345466
Signal_2-5_0-03_0-3.0,-0.18,149101,3.325351399699636,0.00861186606984089,149099,3.325306794346222,0.008611808311040147,0.9999865862737339
Signal_2-5_0-03_0-4.0,-0.18,149239,3.401838060344267,0.00880587407361599,149229,3.4016101146959885,0.008805579042773131,0.9999329933864473
Signal_2-5_0-03_0-5.0,-0.18,149754,3.4618941359033077,0.00894591088013014,149743,3.46163984663227,0.008945582318533108,0.9999265462024386
Signal_2-5_0-03_0-6.0,-0.18,145982,3.4239996451776,0.008961569068650192,145976,3.4238589155131818,0.008961384902222425,0.9999588990423476
Signal_2-5_0-03_0-7.0,-0.18,148269,3.525479229216445,0.009155730086910657,148261,3.5252890085106086,0.00915548308035927,0.9999460440145952
Signal_2-5_0-03_0-8.0,-0.18,143761,3.488859295240985,0.009201590720701636,143755,3.4887136844301847,0.009201398700194017,0.9999582640632716
Signal_2-5_0-03_0-9.0,-0.18,145421,3.5959392984534584,0.009429719811518246,145415,3.5957909317403236,0.009429525276676374,0.9999587404845242
Signal_2-5_0-03_1-0.0,-0.18,144076,3.6676383338077896,0.009662526143540993,144071,3.6675110524308145,0.009662358478385504,0.9999652960937283
Signal_2-5_0-03_2-0.0,-0.18,21857,5.368903725639907,0.0363153588667169,21819,5.359569492141517,0.03628377667429271,0.9982614265452717
Signal_2-5_0-05_0-04.0,-0.18,147328,1.315699164620056,0.0034277879860707666,147323,1.3156545125795538,0.0034277298196484043,0.9999660621198957
Signal_2-5_0-05_0-06.0,-0.18,149963,2.5583862680926317,0.0066065397964865085,149955,2.5582497871597036,0.006606363576274649,0.9999466535078654
Signal_2-5_0-05_0-08.0,-0.18,148581,3.7608024351452007,0.009756608552710584,148577,3.760701189294516,0.009756477221326101,0.9999730786574327
Signal_2-5_0-05_0-1.0,-0.18,150758,4.892374572956859,0.01260026029098584,150750,4.892114958232707,0.012599925969027358,0.9999469348226958
Signal_2-5_0-05_0-15.0,-0.18,151386,6.766666309631257,0.01739129425570492,151379,6.766353422943139,0.017390892169425118,0.999953760585523
Signal_2-5_0-05_0-2.0,-0.18,147686,7.63415465778689,0.019865124439933726,147675,7.633586048025399,0.019864384625605035,0.9999255176523164
Signal_2-5_0-05_0-3.0,-0.18,148497,8.609342553622158,0.022341439298642837,148486,8.608704811660436,0.02234061180588682,0.9999259244294498
Signal_2-5_0-05_0-4.0,-0.18,147989,9.002648904630842,0.023402141210996864,147976,9.001858072638193,0.023401113315284303,0.999912155633189
Signal_2-5_0-05_0-5.0,-0.18,150113,9.445154833976785,0.02437810422567458,150105,9.444651471585308,0.02437745462360065,0.9999467068142
Signal_2-5_0-05_0-6.0,-0.18,146961,9.381929521534392,0.024473220148010722,146955,9.381546484013356,0.02447272055689581,0.9999591728417745
Signal_2-5_0-05_0-7.0,-0.18,147271,9.622519307688433,0.025074378269308868,147266,9.622192613386511,0.02507395261539367,0.9999660489845252
Signal_2-5_0-05_0-8.0,-0.18,144115,9.604085526049579,0.02529888761752051,144104,9.603352466057304,0.025297922093202158,0.999923672067446
Signal_2-5_0-05_0-9.0,-0.18,145686,9.956576008280315,0.026085616418629342,145681,9.956234294731715,0.02608516878055431,0.9999656796123169
Signal_2-5_0-05_1-0.0,-0.18,142937,10.04667408188546,0.02657357484749435,142936,10.046603794457559,0.026573481891781957,0.9999930039108138
Signal_2-5_0-07_0-04.0,-0.18,151686,1.4455943202509773,0.003711706980797057,151673,1.445470427959248,0.003711547924507622,0.9999142966391098
Signal_2-5_0-07_0-06.0,-0.18,150667,2.957919818510089,0.007620392251742164,150663,2.957841289839086,0.0076202910956452066,0.9999734513861694
Signal_2-5_0-07_0-08.0,-0.18,150930,4.7026171401374075,0.01210463884764745,150924,4.702430194514663,0.012104398244205776,0.9999602464718743
Signal_2-5_0-07_0-1.0,-0.18,150380,6.427514600885627,0.016574789883819482,150376,6.42734363361336,0.016574569443599974,0.9999734007181805
Signal_2-5_0-07_0-15.0,-0.18,150451,10.199874161738348,0.026296459168156795,150441,10.199196208506947,0.026295585232584975,0.9999335331769147
Signal_2-5_0-07_0-2.0,-0.18,150336,12.721704280770032,0.03281057192508387,150330,12.721196549915915,0.032809917173740794,0.9999600893997446
Signal_2-5_0-07_0-3.0,-0.18,148478,15.490872630775701,0.040201737974149325,148469,15.48993365090207,0.04020051954069521,0.999939384959388
Signal_2-5_0-07_0-4.0,-0.18,148231,16.77517388039664,0.04357099836249202,148224,16.774381696459656,0.04356996956086015,0.9999527764097927
Signal_2-5_0-07_0-5.0,-0.18,148693,17.62561781158757,0.04570872285829829,148682,17.62431390490785,0.04570703210873127,0.9999260220723235
Signal_2-5_0-07_0-6.0,-0.18,148772,18.228921720526177,0.04726072496080461,148764,18.227941486518674,0.04725945425501798,0.9999462264404592
Signal_2-5_0-07_0-7.0,-0.18,148661,18.706654863221498,0.048517409973960014,148654,18.705774023027754,0.0485162676909542,0.9999529130034106
Signal_2-5_0-07_0-8.0,-0.18,146097,18.859691019518756,0.049341679082693636,146089,18.858658297914914,0.049340328134910565,0.9999452418598601
Signal_2-5_0-07_0-9.0,-0.18,142838,18.937657409408345,0.05010768924708801,142836,18.937392246672808,0.05010733844502799,0.9999859981237487
Signal_2-5_0-07_1-0.0,-0.18,142957,19.498183124101363,0.05156932323400091,142953,19.497637556325763,0.051568601762733715,0.9999720195583287
Signal_2-5_0-07_2-0.0,-0.18,1028,30.26571013021351,0.9439615635961023,1023,30.118503368879786,0.9416631390419429,0.995136186770428
Signal_2-5_0-08_0-04.0,-0.18,150237,1.460852232291956,0.0037689279666965345,150227,1.4607549957768302,0.003768802531860737,0.9999334385005024
Signal_2-5_0-08_0-06.0,-0.18,150161,3.0620297713487847,0.007901887331121136,150146,3.061723896677131,0.007901492650511172,0.9999001072182525
Signal_2-5_0-08_0-08.0,-0.18,151255,4.999811744470536,0.012855790379066812,151248,4.999580355873721,0.012855492896094823,0.999953720538164
Signal_2-5_0-08_0-1.0,-0.18,150600,6.994175135394688,0.018022872774845187,150590,6.993710714734966,0.018022274395961747,0.9999335989375829
Signal_2-5_0-08_0-15.0,-0.18,150745,11.70639110540795,0.03015098964558227,150733,11.705459222471436,0.030149789542505856,0.999920395369664
Signal_2-5_0-08_0-2.0,-0.18,147282,14.861947926464055,0.038725844636652296,147274,14.86114066160201,0.03872479287552672,0.9999456824323407
Signal_2-5_0-08_0-3.0,-0.18,149083,19.202227754380953,0.04973218662769533,149072,19.20081092948946,0.049730351864025794,0.9999262155980225
Signal_2-5_0-08_0-4.0,-0.18,149395,21.441630101381932,0.05547403653879186,149388,21.440625439842325,0.05547273688751637,0.9999531443488738
Signal_2-5_0-08_0-5.0,-0.18,148863,22.534013502400274,0.05840434621108378,148852,22.532348386498228,0.0584021883220283,0.9999261065543487
Signal_2-5_0-08_0-6.0,-0.18,148737,23.269155654247093,0.06033524991191361,148730,23.268060539449973,0.06033383011818804,0.9999529370634074
Signal_2-5_0-08_0-7.0,-0.18,146507,23.733405313023297,0.062005593433526955,146504,23.7329193279445,0.062004958591053316,0.9999795231627158
Signal_2-5_0-08_0-8.0,-0.18,146338,24.39137070730343,0.06376137136098016,146333,24.39053731574733,0.06376028206913505,0.9999658325247031
Signal_2-5_0-08_0-9.0,-0.18,145616,25.09482758330743,0.06576270485316082,145610,25.093793569425028,0.06576134998730213,0.9999587957367322
Signal_2-5_0-08_1-0.0,-0.18,143796,25.57939072411705,0.06745541105689842,143792,25.578679177461396,0.06745447284053402,0.9999721828145428
Signal_2-5_0-08_2-0.0,-0.18,3930,37.10370549155583,0.5918627516965647,3918,36.9904117343297,0.590958453610428,0.996946564885496
Signal_2-5_0-15_0-04.0,-0.18,148089,1.512225837218893,0.003929662511065467,148084,1.5121747792119777,0.003929596170964558,0.9999662365199307
Signal_2-5_0-15_0-06.0,-0.18,148842,3.3314098560269274,0.008635059168559812,148832,3.331186034131493,0.008634769089005291,0.999932814662528
Signal_2-5_0-15_0-08.0,-0.18,147235,5.703936097510534,0.014865144014358596,147223,5.703471213256314,0.01486453822985439,0.9999184976398275
Signal_2-5_0-15_0-1.0,-0.18,148221,8.61246934544866,0.02237035209312712,148215,8.612120711880728,0.02236989931156811,0.9999595199060862
Signal_2-5_0-15_0-15.0,-0.18,149742,17.46257642209508,0.045127004369189844,149737,17.46199333330162,0.045126250950291304,0.9999666092345503
Signal_2-5_0-15_0-2.0,-0.18,147714,26.494836682749945,0.0689366885026753,147712,26.4944779511919,0.06893622181081231,0.9999864603219737
Signal_2-5_0-15_0-3.0,-0.18,147964,42.964734584314144,0.11169509493733587,147959,42.963282719854405,0.11169320772087521,0.9999662079965398
Signal_2-5_0-15_0-4.0,-0.18,148686,55.75276644714546,0.1445877111671611,148684,55.75201650745447,0.14458673872727176,0.9999865488344565
Signal_2-5_0-15_0-5.0,-0.18,148391,64.42704216667583,0.1672493400126028,148381,64.42270045847475,0.16724370449030626,0.9999326104682899
Signal_2-5_0-15_0-6.0,-0.18,148938,70.68808530490823,0.18316540874642642,148930,70.68428839154537,0.18316048944125427,0.9999462863741961
Signal_2-5_0-15_0-7.0,-0.18,146101,74.87173143923347,0.19588053531990207,146098,74.87019404253996,0.19587852422955154,0.9999794662596423
Signal_2-5_0-15_0-8.0,-0.18,144859,77.93362016151353,0.20476329480565697,144848,77.92770220113982,0.20475552021448926,0.9999240640899083
