sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,-0.18,41587,1548079.1570234555,7591.268757510148
sel_ttbar.2_v2.root,-0.18,47430,542279.1848047711,2489.9829436181535
sel_ttbar.3_v2.root,-0.18,111170,839203.1796640091,2516.9426375458143
sel_ttbar.4_v2.root,-0.18,166055,277260.3846033239,680.3961427181688
sel_ttbar.5_v2.root,-0.18,9865,61250.95757040931,616.6863531113235
sel_ttbar.6_v2.root,-0.18,8117,17107.136815045204,189.88014544102836
sel_ttbar.7_v2.root,-0.18,5337,1954.3625185866658,26.752016498662126
sel_ttbar.8_v2.root,-0.18,3511,9.85851355380515,0.16637804739238948
sel_ttbar.9_v2.root,-0.18,3383,0.15897840079997966,0.0027332988907482875
sel_wjets.2_v2.root,-0.18,46,283414.38012447243,41787.17060797983
sel_wjets.3_v2.root,-0.18,35609,912905.5509921927,4837.778265217624
sel_wjets.4_v2.root,-0.18,108740,542141.3146435077,1644.06067063226
sel_wjets.5_v2.root,-0.18,72741,180785.23755114278,670.3063454314646
sel_wjets.6_v2.root,-0.18,76410,85957.49204530731,310.96294158108793
sel_wjets.7_v2.root,-0.18,19389,22524.007899818163,161.75881832579222
sel_wjets.8_v2.root,-0.18,30102,787.1335876940925,4.536811851857718
sel_ww2l2v.0_v2.root,-0.18,588,1053.8279789786186,43.459133381633194
sel_wwlv2q.1_v2.root,-0.18,405,5210.0533968750005,258.88963470702646
sel_wwlv2q.2_v2.root,-0.18,1657,4553.516132519998,111.86278442898305
sel_wwlv2q.3_v2.root,-0.18,30299,5608.67031126,32.22150076786259
sel_wwlv2q.4_v2.root,-0.18,46546,454.41930741839985,2.1062775211809286
sel_wwlv2q.5_v2.root,-0.18,47652,65.07409050955101,0.29810381945662023
sel_wwlv2q.6_v2.root,-0.18,51624,18.208692960979594,0.080140665904965
sel_wwlv2q.7_v2.root,-0.18,58895,1.8854014161948989,0.0077689909563817714
sel_wz2l2q.1_v2.root,-0.18,85,68.06780232558138,7.38298976059908
sel_wz2l2q.2_v2.root,-0.18,242,40.66800692307691,2.6142384975135595
sel_wz2l2q.3_v2.root,-0.18,4616,55.4208264489796,0.8157180976254865
sel_wz2l2q.4_v2.root,-0.18,10990,6.735797914285714,0.06425252553400017
sel_wz2l2q.5_v2.root,-0.18,25705,2.0937663302999994,0.013059285232649752
sel_wz2l2q.6_v2.root,-0.18,36505,0.7661915249999998,0.00401015507595869
sel_wz2l2q.7_v2.root,-0.18,48633,0.08847851315510206,0.0004012104956566418
sel_wz2l2q.8_v2.root,-0.18,1560,0.00017328916799999995,4.387419058069379e-06
sel_wz2l2q.9_v2.root,-0.18,2314,2.052464778e-07,4.266718940117929e-09
sel_wz3l1v.0_v2.root,-0.18,674,62.38423076470589,2.402950784958332
sel_wzlv2q.1_v2.root,-0.18,1127,2295.002514,68.36301492374622
sel_wzlv2q.2_v2.root,-0.18,2380,2011.9092,41.240117884506596
sel_wzlv2q.3_v2.root,-0.18,44886,1873.5964009200009,8.843426912798567
sel_wzlv2q.4_v2.root,-0.18,82021,167.32220023620002,0.5842396626117456
sel_wzlv2q.5_v2.root,-0.18,71098,19.502933616840004,0.0731427442207146
sel_wzlv2q.6_v2.root,-0.18,71910,5.072327410408161,0.01891527389923413
sel_wzlv2q.7_v2.root,-0.18,75355,0.4591167925714286,0.0016725039057823925
sel_wzlv2q.9_v2.root,-0.18,2347,6.587517354e-07,1.3597692868238647e-08
sel_zjets.1_v2.root,-0.18,1,304924.33708575455,304924.33708575455
sel_zjets.2_v2.root,-0.18,4123,192527.5766748811,2998.377270733744
sel_zjets.3_v2.root,-0.18,65461,1082298.5964684454,4230.150096666287
sel_zjets.4_v2.root,-0.18,144270,623460.1706267456,1641.4236939217028
sel_zjets.5_v2.root,-0.18,80180,196202.3892473371,692.9011238285649
sel_zjets.6_v2.root,-0.18,79930,87127.05620485898,308.17551763162055
sel_zjets.7_v2.root,-0.18,76720,19643.50122152209,70.91932626110996
sel_zjets.8_v2.root,-0.18,94061,553.218814892,1.8038156317947447
sel_zz4l.0_v2.root,-0.18,1869,1144.3081468446212,26.46904907788968
TOTAL,,2006221,7847115.397106785,307982.1246533828
