sample,bdtcut,count,b0,sigmab0
sel_ttbar.1_v2.root,-0.14,35560,132372.36353609085,701.9665976940421
sel_ttbar.2_v2.root,-0.14,40387,46175.47846660405,229.76856243867798
sel_ttbar.3_v2.root,-0.14,101854,76887.8300454241,240.91761749250628
sel_ttbar.4_v2.root,-0.14,160421,26785.335074794384,66.87541252266125
sel_ttbar.5_v2.root,-0.14,9714,6031.341123557588,61.19484549843395
sel_ttbar.6_v2.root,-0.14,8079,1702.7049196593607,18.943515898125167
sel_ttbar.7_v2.root,-0.14,5310,194.44753557607623,2.6684261177123045
sel_ttbar.8_v2.root,-0.14,3488,0.9793932006742343,0.016583219397191203
sel_ttbar.9_v2.root,-0.14,3357,0.01577565744858208,0.00027227752664284703
sel_wjets.2_v2.root,-0.14,25,15402.95544154742,3080.591088309484
sel_wjets.3_v2.root,-0.14,30902,79223.25068595228,450.67074215235505
sel_wjets.4_v2.root,-0.14,102480,51093.104584023065,159.60361883350075
sel_wjets.5_v2.root,-0.14,70738,17580.712574604055,66.10131288514279
sel_wjets.6_v2.root,-0.14,75620,8506.878089865386,30.935124810622938
sel_wjets.7_v2.root,-0.14,19348,2247.6378608782397,16.15877001316934
sel_wjets.8_v2.root,-0.14,29915,78.22437471220775,0.4522698080184628
sel_ww2l2v.0_v2.root,-0.14,534,95.70478584601736,4.141551129255775
sel_wwlv2q.1_v2.root,-0.14,360,463.1158575000001,24.408348837366212
sel_wwlv2q.2_v2.root,-0.14,1378,378.681064008,10.201146391020174
sel_wwlv2q.3_v2.root,-0.14,26632,492.9869227680002,3.0208802373465153
sel_wwlv2q.4_v2.root,-0.14,45827,44.73998539307998,0.20899462846962252
sel_wwlv2q.5_v2.root,-0.14,47338,6.464528868759185,0.0297120027486356
sel_wwlv2q.6_v2.root,-0.14,51381,1.8122982586163265,0.00799518278383339
sel_wwlv2q.7_v2.root,-0.14,58718,0.18797351278738764,0.0007757307909204851
sel_wz2l2q.1_v2.root,-0.14,78,6.246221860465118,0.707245356277658
sel_wz2l2q.2_v2.root,-0.14,194,3.260162538461538,0.2340660292908377
sel_wz2l2q.3_v2.root,-0.14,3784,4.543163069387756,0.07385548620274143
sel_wz2l2q.4_v2.root,-0.14,10546,0.6463669226938776,0.006294123210253196
sel_wz2l2q.5_v2.root,-0.14,25498,0.20769054226800002,0.0013006596332289745
sel_wz2l2q.6_v2.root,-0.14,36220,0.07602097530612248,0.0003994470462432528
sel_wz2l2q.7_v2.root,-0.14,48056,0.008742877116734698,3.988233387291576e-05
sel_wz2l2q.8_v2.root,-0.14,1552,1.7240050560000005e-05,4.3761548057014247e-07
sel_wz2l2q.9_v2.root,-0.14,2305,2.0444819850000002e-08,4.258413434143455e-10
sel_wz3l1v.0_v2.root,-0.14,596,5.516469070588235,0.22596337755909432
sel_wzlv2q.1_v2.root,-0.14,1000,203.63819999999993,6.439605306169004
sel_wzlv2q.2_v2.root,-0.14,2090,176.67606000000004,3.864600115929202
sel_wzlv2q.3_v2.root,-0.14,38343,160.04835984600004,0.8173502186315884
sel_wzlv2q.4_v2.root,-0.14,80198,16.36032944555999,0.05777105197101117
sel_wzlv2q.5_v2.root,-0.14,70653,1.938086540874,0.007291348593486261
sel_wzlv2q.6_v2.root,-0.14,71644,0.5053564524979595,0.0018880257041953758
sel_wzlv2q.7_v2.root,-0.14,75163,0.04579469906448979,0.0001670371827220942
sel_wzlv2q.9_v2.root,-0.14,2346,6.584710571999999e-08,1.359479573539055e-09
sel_zjets.1_v2.root,-0.14,1,30492.433708575452,30492.433708575452
sel_zjets.2_v2.root,-0.14,2453,11454.526936295984,231.27483710723237
sel_zjets.3_v2.root,-0.14,58735,97109.43624994147,400.69409874521773
sel_zjets.4_v2.root,-0.14,138529,59865.054395752675,160.84332110289344
sel_zjets.5_v2.root,-0.14,78858,19296.742343809557,68.7165138980213
sel_zjets.6_v2.root,-0.14,79495,8665.288793951286,30.733578761396434
sel_zjets.7_v2.root,-0.14,76627,1961.9689365244697,7.087632901579931
sel_zjets.8_v2.root,-0.14,93785,55.15955236989424,0.18011672501086926
sel_zz4l.0_v2.root,-0.14,1667,102.06322529641437,2.4997782694600503
TOTAL,,1929782,695349.344082986,30665.474338250762
