stem,hepmc_file,hepmc_size_B,hepmc_size,mc_file,mc_size_B,mc_size,ratio(mc/hepmc),result,reason
wz2l2q.1.15,wz2l2q.1.15.hepmc.gz,7582553359,7.1 GB,wz2l2q.1.15.root,7071647305,6.6 GB,0.9326,O,
wz2l2q.1.16,wz2l2q.1.16.hepmc.gz,7571618783,7.1 GB,wz2l2q.1.16.root,7061964979,6.6 GB,0.9327,O,
wz2l2q.1.17,wz2l2q.1.17.hepmc.gz,7580073749,7.1 GB,wz2l2q.1.17.root,7069894108,6.6 GB,0.9327,O,
wz2l2q.1.18,wz2l2q.1.18.hepmc.gz,7585988098,7.1 GB,wz2l2q.1.18.root,7073292311,6.6 GB,0.9324,O,
wz2l2q.1.19,wz2l2q.1.19.hepmc.gz,7578675154,7.1 GB,wz2l2q.1.19.root,7068048216,6.6 GB,0.9326,O,
wz2l2q.1.2,wz2l2q.1.2.hepmc.gz,7589538671,7.1 GB,wz2l2q.1.2.root,7077997359,6.6 GB,0.9326,O,
wz2l2q.1.20,wz2l2q.1.20.hepmc.gz,7588537736,7.1 GB,wz2l2q.1.20.root,7077181613,6.6 GB,0.9326,O,
wz2l2q.1.21,wz2l2q.1.21.hepmc.gz,7598147047,7.1 GB,wz2l2q.1.21.root,7084690776,6.6 GB,0.9324,O,
wz2l2q.1.22,wz2l2q.1.22.hepmc.gz,7601967194,7.1 GB,wz2l2q.1.22.root,7089131159,6.6 GB,0.9325,O,
wz2l2q.1.23,wz2l2q.1.23.hepmc.gz,7593693891,7.1 GB,wz2l2q.1.23.root,7082164329,6.6 GB,0.9326,O,
wz2l2q.1.24,wz2l2q.1.24.hepmc.gz,7594172411,7.1 GB,wz2l2q.1.24.root,7080510322,6.6 GB,0.9324,O,
wz2l2q.1.25,wz2l2q.1.25.hepmc.gz,7584807088,7.1 GB,wz2l2q.1.25.root,7072472203,6.6 GB,0.9325,O,
wz2l2q.1.26,wz2l2q.1.26.hepmc.gz,7575703550,7.1 GB,wz2l2q.1.26.root,7067262456,6.6 GB,0.9329,O,
wz2l2q.1.27,wz2l2q.1.27.hepmc.gz,7598404411,7.1 GB,wz2l2q.1.27.root,7084515240,6.6 GB,0.9324,O,
wz2l2q.1.28,wz2l2q.1.28.hepmc.gz,7581999420,7.1 GB,wz2l2q.1.28.root,7070757005,6.6 GB,0.9326,O,
wz2l2q.1.29,wz2l2q.1.29.hepmc.gz,7599720599,7.1 GB,wz2l2q.1.29.root,7087752620,6.6 GB,0.9326,O,
wz2l2q.1.3,wz2l2q.1.3.hepmc.gz,7609077632,7.1 GB,wz2l2q.1.3.root,7096293494,6.6 GB,0.9326,O,
wz2l2q.1.30,wz2l2q.1.30.hepmc.gz,7582732949,7.1 GB,wz2l2q.1.30.root,7072087579,6.6 GB,0.9327,O,
wz2l2q.1.31,wz2l2q.1.31.hepmc.gz,7584916268,7.1 GB,wz2l2q.1.31.root,7073899062,6.6 GB,0.9326,O,
wz2l2q.1.32,wz2l2q.1.32.hepmc.gz,7577219484,7.1 GB,wz2l2q.1.32.root,7066101266,6.6 GB,0.9325,O,
wz2l2q.1.33,wz2l2q.1.33.hepmc.gz,7582011873,7.1 GB,wz2l2q.1.33.root,7069541732,6.6 GB,0.9324,O,
wz2l2q.1.34,wz2l2q.1.34.hepmc.gz,7589440955,7.1 GB,wz2l2q.1.34.root,7078428970,6.6 GB,0.9327,O,
wz2l2q.1.35,wz2l2q.1.35.hepmc.gz,7575808632,7.1 GB,wz2l2q.1.35.root,7065224591,6.6 GB,0.9326,O,
wz2l2q.1.36,wz2l2q.1.36.hepmc.gz,7583930867,7.1 GB,wz2l2q.1.36.root,7073648448,6.6 GB,0.9327,O,
wz2l2q.1.37,wz2l2q.1.37.hepmc.gz,7599957119,7.1 GB,wz2l2q.1.37.root,7086018638,6.6 GB,0.9324,O,
wz2l2q.1.38,wz2l2q.1.38.hepmc.gz,7589475460,7.1 GB,wz2l2q.1.38.root,7077867115,6.6 GB,0.9326,O,
wz2l2q.1.39,wz2l2q.1.39.hepmc.gz,7589162544,7.1 GB,wz2l2q.1.39.root,7078310028,6.6 GB,0.9327,O,
wz2l2q.1.4,wz2l2q.1.4.hepmc.gz,7586265803,7.1 GB,wz2l2q.1.4.root,7075005947,6.6 GB,0.9326,O,
wz2l2q.1.40,wz2l2q.1.40.hepmc.gz,7586870402,7.1 GB,wz2l2q.1.40.root,7076011358,6.6 GB,0.9327,O,
wz2l2q.1.41,wz2l2q.1.41.hepmc.gz,7598118555,7.1 GB,wz2l2q.1.41.root,7084531574,6.6 GB,0.9324,O,
wz2l2q.1.42,wz2l2q.1.42.hepmc.gz,7596570578,7.1 GB,wz2l2q.1.42.root,7083507152,6.6 GB,0.9325,O,
wz2l2q.1.43,wz2l2q.1.43.hepmc.gz,7588237912,7.1 GB,wz2l2q.1.43.root,7076778131,6.6 GB,0.9326,O,
wz2l2q.1.44,wz2l2q.1.44.hepmc.gz,7588232449,7.1 GB,wz2l2q.1.44.root,7075965528,6.6 GB,0.9325,O,
wz2l2q.1.45,wz2l2q.1.45.hepmc.gz,7580329261,7.1 GB,wz2l2q.1.45.root,7069796782,6.6 GB,0.9327,O,
wz2l2q.1.46,wz2l2q.1.46.hepmc.gz,7592805759,7.1 GB,wz2l2q.1.46.root,7080848636,6.6 GB,0.9326,O,
wz2l2q.1.47,wz2l2q.1.47.hepmc.gz,7589789881,7.1 GB,wz2l2q.1.47.root,7077448256,6.6 GB,0.9325,O,
wz2l2q.1.48,wz2l2q.1.48.hepmc.gz,7600962471,7.1 GB,wz2l2q.1.48.root,7087332191,6.6 GB,0.9324,O,
wz2l2q.1.49,wz2l2q.1.49.hepmc.gz,7592559797,7.1 GB,wz2l2q.1.49.root,7080914521,6.6 GB,0.9326,O,
wz2l2q.1.5,wz2l2q.1.5.hepmc.gz,7598738922,7.1 GB,wz2l2q.1.5.root,7085663794,6.6 GB,0.9325,O,
wz2l2q.1.50,wz2l2q.1.50.hepmc.gz,7586458421,7.1 GB,wz2l2q.1.50.root,7076555418,6.6 GB,0.9328,O,
wz2l2q.1.51,wz2l2q.1.51.hepmc.gz,7594143075,7.1 GB,wz2l2q.1.51.root,7081618307,6.6 GB,0.9325,O,
wz2l2q.1.52,wz2l2q.1.52.hepmc.gz,7585972344,7.1 GB,wz2l2q.1.52.root,7074507615,6.6 GB,0.9326,O,
wz2l2q.1.53,wz2l2q.1.53.hepmc.gz,7590167827,7.1 GB,wz2l2q.1.53.root,7079560611,6.6 GB,0.9327,O,
wz2l2q.1.54,wz2l2q.1.54.hepmc.gz,7607050266,7.1 GB,wz2l2q.1.54.root,7092634097,6.6 GB,0.9324,O,
wz2l2q.1.55,wz2l2q.1.55.hepmc.gz,7587640215,7.1 GB,wz2l2q.1.55.root,7075821874,6.6 GB,0.9325,O,
wz2l2q.1.56,wz2l2q.1.56.hepmc.gz,7594669883,7.1 GB,wz2l2q.1.56.root,7080930947,6.6 GB,0.9324,O,
wz2l2q.1.57,wz2l2q.1.57.hepmc.gz,7580364468,7.1 GB,wz2l2q.1.57.root,7069517880,6.6 GB,0.9326,O,
wz2l2q.1.58,wz2l2q.1.58.hepmc.gz,7587559749,7.1 GB,wz2l2q.1.58.root,7077005871,6.6 GB,0.9327,O,
wz2l2q.1.59,wz2l2q.1.59.hepmc.gz,7582765649,7.1 GB,wz2l2q.1.59.root,7071234118,6.6 GB,0.9325,O,
wz2l2q.1.6,wz2l2q.1.6.hepmc.gz,7589679236,7.1 GB,wz2l2q.1.6.root,7079129499,6.6 GB,0.9327,O,
wz2l2q.1.60,wz2l2q.1.60.hepmc.gz,7572253559,7.1 GB,wz2l2q.1.60.root,7061443775,6.6 GB,0.9325,O,
wz2l2q.1.61,wz2l2q.1.61.hepmc.gz,7597151551,7.1 GB,wz2l2q.1.61.root,7083632409,6.6 GB,0.9324,O,
wz2l2q.1.62,wz2l2q.1.62.hepmc.gz,7597471185,7.1 GB,wz2l2q.1.62.root,7085115294,6.6 GB,0.9326,O,
wz2l2q.1.63,wz2l2q.1.63.hepmc.gz,7589381235,7.1 GB,wz2l2q.1.63.root,7076175346,6.6 GB,0.9324,O,
wz2l2q.1.64,wz2l2q.1.64.hepmc.gz,7603136085,7.1 GB,wz2l2q.1.64.root,7090799175,6.6 GB,0.9326,O,
wz2l2q.1.65,wz2l2q.1.65.hepmc.gz,7588942776,7.1 GB,wz2l2q.1.65.root,7076658017,6.6 GB,0.9325,O,
wz2l2q.1.66,wz2l2q.1.66.hepmc.gz,7592982374,7.1 GB,wz2l2q.1.66.root,7080476817,6.6 GB,0.9325,O,
wz2l2q.1.67,wz2l2q.1.67.hepmc.gz,7595371947,7.1 GB,wz2l2q.1.67.root,7081826167,6.6 GB,0.9324,O,
wz2l2q.1.68,wz2l2q.1.68.hepmc.gz,7589029800,7.1 GB,wz2l2q.1.68.root,7078106392,6.6 GB,0.9327,O,
wz2l2q.1.69,wz2l2q.1.69.hepmc.gz,7573114774,7.1 GB,wz2l2q.1.69.root,7063408524,6.6 GB,0.9327,O,
wz2l2q.1.7,wz2l2q.1.7.hepmc.gz,7584414468,7.1 GB,wz2l2q.1.7.root,7073886293,6.6 GB,0.9327,O,
wz2l2q.1.70,wz2l2q.1.70.hepmc.gz,7603816948,7.1 GB,wz2l2q.1.70.root,7090147108,6.6 GB,0.9324,O,
wz2l2q.1.71,wz2l2q.1.71.hepmc.gz,7583403100,7.1 GB,wz2l2q.1.71.root,7072941639,6.6 GB,0.9327,O,
wz2l2q.1.72,wz2l2q.1.72.hepmc.gz,7569580985,7.0 GB,wz2l2q.1.72.root,7060145425,6.6 GB,0.9327,O,
wz2l2q.1.73,wz2l2q.1.73.hepmc.gz,7586702438,7.1 GB,wz2l2q.1.73.root,7076118068,6.6 GB,0.9327,O,
wz2l2q.1.74,wz2l2q.1.74.hepmc.gz,7601173798,7.1 GB,wz2l2q.1.74.root,7086784664,6.6 GB,0.9323,O,
wz2l2q.1.75,wz2l2q.1.75.hepmc.gz,7570320266,7.1 GB,wz2l2q.1.75.root,7060660648,6.6 GB,0.9327,O,
wz2l2q.1.76,wz2l2q.1.76.hepmc.gz,7612932004,7.1 GB,wz2l2q.1.76.root,7098619378,6.6 GB,0.9324,O,
wz2l2q.1.77,wz2l2q.1.77.hepmc.gz,7602680920,7.1 GB,wz2l2q.1.77.root,7091420689,6.6 GB,0.9328,O,
wz2l2q.1.78,wz2l2q.1.78.hepmc.gz,7585282123,7.1 GB,wz2l2q.1.78.root,7075332829,6.6 GB,0.9328,O,
wz2l2q.1.79,wz2l2q.1.79.hepmc.gz,7591447421,7.1 GB,wz2l2q.1.79.root,7078781763,6.6 GB,0.9325,O,
wz2l2q.1.8,wz2l2q.1.8.hepmc.gz,7566557295,7.0 GB,wz2l2q.1.8.root,7059143100,6.6 GB,0.9329,O,
wz2l2q.1.80,wz2l2q.1.80.hepmc.gz,7611097120,7.1 GB,wz2l2q.1.80.root,7096363425,6.6 GB,0.9324,O,
wz2l2q.1.81,wz2l2q.1.81.hepmc.gz,7589558973,7.1 GB,wz2l2q.1.81.root,7077892282,6.6 GB,0.9326,O,
wz2l2q.1.82,wz2l2q.1.82.hepmc.gz,7593045086,7.1 GB,wz2l2q.1.82.root,7080541392,6.6 GB,0.9325,O,
wz2l2q.1.83,wz2l2q.1.83.hepmc.gz,7576657894,7.1 GB,wz2l2q.1.83.root,7066158968,6.6 GB,0.9326,O,
wz2l2q.1.84,wz2l2q.1.84.hepmc.gz,7581622849,7.1 GB,wz2l2q.1.84.root,7069465822,6.6 GB,0.9324,O,
wz2l2q.1.85,wz2l2q.1.85.hepmc.gz,7583291139,7.1 GB,wz2l2q.1.85.root,7072640158,6.6 GB,0.9327,O,
wz2l2q.1.86,wz2l2q.1.86.hepmc.gz,7593849347,7.1 GB,wz2l2q.1.86.root,7081085178,6.6 GB,0.9325,O,
wz2l2q.1.87,wz2l2q.1.87.hepmc.gz,7597499510,7.1 GB,wz2l2q.1.87.root,7085771278,6.6 GB,0.9326,O,
wz2l2q.1.88,wz2l2q.1.88.hepmc.gz,7579935537,7.1 GB,wz2l2q.1.88.root,7070045514,6.6 GB,0.9327,O,
wz2l2q.1.89,wz2l2q.1.89.hepmc.gz,7595587876,7.1 GB,wz2l2q.1.89.root,7083552905,6.6 GB,0.9326,O,
wz2l2q.1.9,wz2l2q.1.9.hepmc.gz,7567487928,7.0 GB,wz2l2q.1.9.root,7058486789,6.6 GB,0.9327,O,
wz2l2q.1.90,wz2l2q.1.90.hepmc.gz,7584988341,7.1 GB,wz2l2q.1.90.root,7073408368,6.6 GB,0.9326,O,
wz2l2q.1.91,wz2l2q.1.91.hepmc.gz,7577847181,7.1 GB,wz2l2q.1.91.root,7068308112,6.6 GB,0.9328,O,
wz2l2q.1.92,wz2l2q.1.92.hepmc.gz,7578626887,7.1 GB,wz2l2q.1.92.root,7067454575,6.6 GB,0.9326,O,
wz2l2q.1.93,wz2l2q.1.93.hepmc.gz,7595704407,7.1 GB,wz2l2q.1.93.root,7082850845,6.6 GB,0.9325,O,
wz2l2q.1.94,wz2l2q.1.94.hepmc.gz,7599098243,7.1 GB,wz2l2q.1.94.root,7085963069,6.6 GB,0.9325,O,
wz2l2q.1.95,wz2l2q.1.95.hepmc.gz,7602087822,7.1 GB,wz2l2q.1.95.root,7088504425,6.6 GB,0.9324,O,
wz2l2q.1.96,wz2l2q.1.96.hepmc.gz,7583242238,7.1 GB,wz2l2q.1.96.root,7072252102,6.6 GB,0.9326,O,
wz2l2q.1.97,wz2l2q.1.97.hepmc.gz,7596926866,7.1 GB,wz2l2q.1.97.root,7084171579,6.6 GB,0.9325,O,
wz2l2q.1.98,wz2l2q.1.98.hepmc.gz,7606244708,7.1 GB,wz2l2q.1.98.root,7093010055,6.6 GB,0.9325,O,
wz2l2q.1.99,wz2l2q.1.99.hepmc.gz,7589946990,7.1 GB,wz2l2q.1.99.root,7077126725,6.6 GB,0.9324,O,
wz2l2q.2.0,wz2l2q.2.0.hepmc.gz,7627164155,7.1 GB,wz2l2q.2.0.root,7178109454,6.7 GB,0.9411,O,
wz2l2q.2.1,wz2l2q.2.1.hepmc.gz,7601702798,7.1 GB,wz2l2q.2.1.root,7156874562,6.7 GB,0.9415,O,
wz2l2q.2.10,wz2l2q.2.10.hepmc.gz,7613071018,7.1 GB,wz2l2q.2.10.root,7166352898,6.7 GB,0.9413,O,
wz2l2q.2.11,wz2l2q.2.11.hepmc.gz,7606452459,7.1 GB,wz2l2q.2.11.root,7160340349,6.7 GB,0.9414,O,
wz2l2q.2.12,wz2l2q.2.12.hepmc.gz,7618316366,7.1 GB,wz2l2q.2.12.root,7171652361,6.7 GB,0.9414,O,
wz2l2q.2.13,wz2l2q.2.13.hepmc.gz,7643812723,7.1 GB,wz2l2q.2.13.root,7191814079,6.7 GB,0.9409,O,
wz2l2q.2.14,wz2l2q.2.14.hepmc.gz,7608053373,7.1 GB,wz2l2q.2.14.root,7163502891,6.7 GB,0.9416,O,
wz2l2q.2.15,wz2l2q.2.15.hepmc.gz,7637691739,7.1 GB,wz2l2q.2.15.root,7187755114,6.7 GB,0.9411,O,
wz2l2q.2.16,wz2l2q.2.16.hepmc.gz,7636893463,7.1 GB,wz2l2q.2.16.root,7188159280,6.7 GB,0.9412,O,
wz2l2q.2.17,wz2l2q.2.17.hepmc.gz,7600559547,7.1 GB,wz2l2q.2.17.root,7156115386,6.7 GB,0.9415,O,
wz2l2q.2.18,wz2l2q.2.18.hepmc.gz,7618750646,7.1 GB,wz2l2q.2.18.root,7170634634,6.7 GB,0.9412,O,
wz2l2q.2.19,wz2l2q.2.19.hepmc.gz,7603604021,7.1 GB,wz2l2q.2.19.root,7157077372,6.7 GB,0.9413,O,
wz2l2q.2.2,wz2l2q.2.2.hepmc.gz,7609311559,7.1 GB,wz2l2q.2.2.root,7162598596,6.7 GB,0.9413,O,
wz2l2q.2.20,wz2l2q.2.20.hepmc.gz,7615065965,7.1 GB,wz2l2q.2.20.root,7168155370,6.7 GB,0.9413,O,
wz2l2q.2.21,wz2l2q.2.21.hepmc.gz,7611483391,7.1 GB,wz2l2q.2.21.root,7164182057,6.7 GB,0.9412,O,
wz2l2q.2.22,wz2l2q.2.22.hepmc.gz,7620768478,7.1 GB,wz2l2q.2.22.root,7173567157,6.7 GB,0.9413,O,
wz2l2q.2.23,wz2l2q.2.23.hepmc.gz,7604807004,7.1 GB,wz2l2q.2.23.root,7158436753,6.7 GB,0.9413,O,
wz2l2q.2.24,wz2l2q.2.24.hepmc.gz,7612689435,7.1 GB,wz2l2q.2.24.root,7165471646,6.7 GB,0.9413,O,
wz2l2q.2.25,wz2l2q.2.25.hepmc.gz,7630644970,7.1 GB,wz2l2q.2.25.root,7182073668,6.7 GB,0.9412,O,
wz2l2q.2.26,wz2l2q.2.26.hepmc.gz,7603452410,7.1 GB,wz2l2q.2.26.root,7156123283,6.7 GB,0.9412,O,
wz2l2q.2.27,wz2l2q.2.27.hepmc.gz,7621363429,7.1 GB,wz2l2q.2.27.root,7172192237,6.7 GB,0.9411,O,
wz2l2q.2.28,wz2l2q.2.28.hepmc.gz,7604091469,7.1 GB,wz2l2q.2.28.root,7156421136,6.7 GB,0.9411,O,
wz2l2q.2.29,wz2l2q.2.29.hepmc.gz,7596872152,7.1 GB,wz2l2q.2.29.root,7151801367,6.7 GB,0.9414,O,
wz2l2q.2.3,wz2l2q.2.3.hepmc.gz,7649908121,7.1 GB,wz2l2q.2.3.root,7197070074,6.7 GB,0.9408,O,
wz2l2q.2.30,wz2l2q.2.30.hepmc.gz,7622390549,7.1 GB,wz2l2q.2.30.root,7173962697,6.7 GB,0.9412,O,
wz2l2q.2.31,wz2l2q.2.31.hepmc.gz,7628164758,7.1 GB,wz2l2q.2.31.root,7179132602,6.7 GB,0.9411,O,
wz2l2q.2.32,wz2l2q.2.32.hepmc.gz,7617527339,7.1 GB,wz2l2q.2.32.root,7170074953,6.7 GB,0.9413,O,
wz2l2q.2.33,wz2l2q.2.33.hepmc.gz,7605953334,7.1 GB,wz2l2q.2.33.root,7159747727,6.7 GB,0.9413,O,
wz2l2q.2.34,wz2l2q.2.34.hepmc.gz,7616863218,7.1 GB,wz2l2q.2.34.root,7169520918,6.7 GB,0.9413,O,
wz2l2q.2.35,wz2l2q.2.35.hepmc.gz,7605033776,7.1 GB,wz2l2q.2.35.root,7159061307,6.7 GB,0.9414,O,
wz2l2q.2.36,wz2l2q.2.36.hepmc.gz,7607734353,7.1 GB,wz2l2q.2.36.root,7163316364,6.7 GB,0.9416,O,
wz2l2q.2.37,wz2l2q.2.37.hepmc.gz,7616770608,7.1 GB,wz2l2q.2.37.root,7169512750,6.7 GB,0.9413,O,
wz2l2q.2.38,wz2l2q.2.38.hepmc.gz,7605222554,7.1 GB,wz2l2q.2.38.root,7159497741,6.7 GB,0.9414,O,
wz2l2q.2.39,wz2l2q.2.39.hepmc.gz,7636470600,7.1 GB,wz2l2q.2.39.root,7187465210,6.7 GB,0.9412,O,
wz2l2q.2.4,wz2l2q.2.4.hepmc.gz,7614303466,7.1 GB,wz2l2q.2.4.root,7167484015,6.7 GB,0.9413,O,
wz2l2q.2.40,wz2l2q.2.40.hepmc.gz,7602658770,7.1 GB,wz2l2q.2.40.root,7157402363,6.7 GB,0.9414,O,
wz2l2q.2.41,wz2l2q.2.41.hepmc.gz,7630235351,7.1 GB,wz2l2q.2.41.root,7180485096,6.7 GB,0.9411,O,
wz2l2q.2.42,wz2l2q.2.42.hepmc.gz,7615180604,7.1 GB,wz2l2q.2.42.root,7167217997,6.7 GB,0.9412,O,
wz2l2q.2.43,wz2l2q.2.43.hepmc.gz,7601894595,7.1 GB,wz2l2q.2.43.root,7155388356,6.7 GB,0.9413,O,
wz2l2q.2.44,wz2l2q.2.44.hepmc.gz,7602886325,7.1 GB,wz2l2q.2.44.root,7156403333,6.7 GB,0.9413,O,
wz2l2q.2.45,wz2l2q.2.45.hepmc.gz,7633562724,7.1 GB,wz2l2q.2.45.root,7183833877,6.7 GB,0.9411,O,
wz2l2q.2.46,wz2l2q.2.46.hepmc.gz,7606679021,7.1 GB,wz2l2q.2.46.root,7160410972,6.7 GB,0.9413,O,
wz2l2q.2.47,wz2l2q.2.47.hepmc.gz,7638863524,7.1 GB,wz2l2q.2.47.root,7188256734,6.7 GB,0.9410,O,
wz2l2q.2.48,wz2l2q.2.48.hepmc.gz,7631228790,7.1 GB,wz2l2q.2.48.root,7180848682,6.7 GB,0.9410,O,
wz2l2q.2.49,wz2l2q.2.49.hepmc.gz,7601751365,7.1 GB,wz2l2q.2.49.root,7153931051,6.7 GB,0.9411,O,
wz2l2q.2.5,wz2l2q.2.5.hepmc.gz,7620462997,7.1 GB,wz2l2q.2.5.root,7171668855,6.7 GB,0.9411,O,
wz2l2q.2.50,wz2l2q.2.50.hepmc.gz,7618313203,7.1 GB,wz2l2q.2.50.root,7170592119,6.7 GB,0.9412,O,
wz2l2q.2.51,wz2l2q.2.51.hepmc.gz,7615564653,7.1 GB,wz2l2q.2.51.root,7167210975,6.7 GB,0.9411,O,
wz2l2q.2.52,wz2l2q.2.52.hepmc.gz,7627718837,7.1 GB,wz2l2q.2.52.root,7179242762,6.7 GB,0.9412,O,
wz2l2q.2.53,wz2l2q.2.53.hepmc.gz,7621789047,7.1 GB,wz2l2q.2.53.root,7172952723,6.7 GB,0.9411,O,
wz2l2q.2.54,wz2l2q.2.54.hepmc.gz,7606676827,7.1 GB,wz2l2q.2.54.root,7160889167,6.7 GB,0.9414,O,
wz2l2q.2.55,wz2l2q.2.55.hepmc.gz,7614152436,7.1 GB,wz2l2q.2.55.root,7167397169,6.7 GB,0.9413,O,
wz2l2q.2.56,wz2l2q.2.56.hepmc.gz,7631650221,7.1 GB,wz2l2q.2.56.root,7183482651,6.7 GB,0.9413,O,
wz2l2q.2.57,wz2l2q.2.57.hepmc.gz,7631001520,7.1 GB,wz2l2q.2.57.root,7181048431,6.7 GB,0.9410,O,
wz2l2q.2.58,wz2l2q.2.58.hepmc.gz,7597715936,7.1 GB,wz2l2q.2.58.root,7152851614,6.7 GB,0.9414,O,
wz2l2q.2.59,wz2l2q.2.59.hepmc.gz,7613406338,7.1 GB,wz2l2q.2.59.root,7167363467,6.7 GB,0.9414,O,
wz2l2q.2.6,wz2l2q.2.6.hepmc.gz,7590842088,7.1 GB,wz2l2q.2.6.root,7145577114,6.7 GB,0.9413,O,
wz2l2q.2.60,wz2l2q.2.60.hepmc.gz,7613650543,7.1 GB,wz2l2q.2.60.root,7165853855,6.7 GB,0.9412,O,
wz2l2q.2.61,wz2l2q.2.61.hepmc.gz,7610015367,7.1 GB,wz2l2q.2.61.root,7163855588,6.7 GB,0.9414,O,
wz2l2q.2.62,wz2l2q.2.62.hepmc.gz,7618297142,7.1 GB,wz2l2q.2.62.root,7169380061,6.7 GB,0.9411,O,
wz2l2q.2.63,wz2l2q.2.63.hepmc.gz,7606882422,7.1 GB,wz2l2q.2.63.root,7159532938,6.7 GB,0.9412,O,
wz2l2q.2.64,wz2l2q.2.64.hepmc.gz,7617473183,7.1 GB,wz2l2q.2.64.root,7170015876,6.7 GB,0.9413,O,
wz2l2q.2.65,wz2l2q.2.65.hepmc.gz,7617876574,7.1 GB,wz2l2q.2.65.root,7171418778,6.7 GB,0.9414,O,
wz2l2q.2.66,wz2l2q.2.66.hepmc.gz,7609394940,7.1 GB,wz2l2q.2.66.root,7162180334,6.7 GB,0.9412,O,
wz2l2q.2.67,wz2l2q.2.67.hepmc.gz,7608028018,7.1 GB,wz2l2q.2.67.root,7162250733,6.7 GB,0.9414,O,
wz2l2q.2.68,wz2l2q.2.68.hepmc.gz,7602338369,7.1 GB,wz2l2q.2.68.root,7156244741,6.7 GB,0.9413,O,
wz2l2q.2.69,wz2l2q.2.69.hepmc.gz,7621518157,7.1 GB,wz2l2q.2.69.root,7173240157,6.7 GB,0.9412,O,
wz2l2q.2.7,wz2l2q.2.7.hepmc.gz,7640722550,7.1 GB,wz2l2q.2.7.root,7189941038,6.7 GB,0.9410,O,
wz2l2q.2.70,wz2l2q.2.70.hepmc.gz,7634319822,7.1 GB,wz2l2q.2.70.root,7183617887,6.7 GB,0.9410,O,
wz2l2q.2.71,wz2l2q.2.71.hepmc.gz,7615823267,7.1 GB,wz2l2q.2.71.root,7167870675,6.7 GB,0.9412,O,
wz2l2q.2.72,wz2l2q.2.72.hepmc.gz,7612728149,7.1 GB,wz2l2q.2.72.root,7166247866,6.7 GB,0.9414,O,
wz2l2q.2.73,wz2l2q.2.73.hepmc.gz,7620512198,7.1 GB,wz2l2q.2.73.root,7171655376,6.7 GB,0.9411,O,
wz2l2q.2.74,wz2l2q.2.74.hepmc.gz,7610129896,7.1 GB,wz2l2q.2.74.root,7162772060,6.7 GB,0.9412,O,
wz2l2q.2.75,wz2l2q.2.75.hepmc.gz,7613618357,7.1 GB,wz2l2q.2.75.root,7166421001,6.7 GB,0.9413,O,
wz2l2q.2.76,wz2l2q.2.76.hepmc.gz,7628271085,7.1 GB,wz2l2q.2.76.root,7178528938,6.7 GB,0.9410,O,
wz2l2q.2.77,wz2l2q.2.77.hepmc.gz,7613869428,7.1 GB,wz2l2q.2.77.root,7166246482,6.7 GB,0.9412,O,
wz2l2q.2.78,wz2l2q.2.78.hepmc.gz,7629522420,7.1 GB,wz2l2q.2.78.root,7180492802,6.7 GB,0.9411,O,
wz2l2q.2.79,wz2l2q.2.79.hepmc.gz,7605364466,7.1 GB,wz2l2q.2.79.root,7159552795,6.7 GB,0.9414,O,
wz2l2q.2.8,wz2l2q.2.8.hepmc.gz,7597352272,7.1 GB,wz2l2q.2.8.root,7152535352,6.7 GB,0.9415,O,
wz2l2q.2.80,wz2l2q.2.80.hepmc.gz,7612269825,7.1 GB,wz2l2q.2.80.root,7165311494,6.7 GB,0.9413,O,
wz2l2q.2.81,wz2l2q.2.81.hepmc.gz,7611930369,7.1 GB,wz2l2q.2.81.root,7164508034,6.7 GB,0.9412,O,
wz2l2q.2.82,wz2l2q.2.82.hepmc.gz,7605598770,7.1 GB,wz2l2q.2.82.root,7159695733,6.7 GB,0.9414,O,
wz2l2q.2.83,wz2l2q.2.83.hepmc.gz,7633126633,7.1 GB,wz2l2q.2.83.root,7184360169,6.7 GB,0.9412,O,
wz2l2q.2.84,wz2l2q.2.84.hepmc.gz,7611119486,7.1 GB,wz2l2q.2.84.root,7164707398,6.7 GB,0.9413,O,
wz2l2q.2.85,wz2l2q.2.85.hepmc.gz,7630082585,7.1 GB,wz2l2q.2.85.root,7179939779,6.7 GB,0.9410,O,
wz2l2q.2.86,wz2l2q.2.86.hepmc.gz,7609079458,7.1 GB,wz2l2q.2.86.root,7161773111,6.7 GB,0.9412,O,
wz2l2q.2.87,wz2l2q.2.87.hepmc.gz,7626757963,7.1 GB,wz2l2q.2.87.root,7177189055,6.7 GB,0.9411,O,
wz2l2q.2.88,wz2l2q.2.88.hepmc.gz,7604871260,7.1 GB,wz2l2q.2.88.root,7158685856,6.7 GB,0.9413,O,
wz2l2q.2.89,wz2l2q.2.89.hepmc.gz,7600442859,7.1 GB,wz2l2q.2.89.root,7154875147,6.7 GB,0.9414,O,
wz2l2q.2.9,wz2l2q.2.9.hepmc.gz,7639499520,7.1 GB,wz2l2q.2.9.root,7187924434,6.7 GB,0.9409,O,
wz2l2q.2.90,wz2l2q.2.90.hepmc.gz,7586863038,7.1 GB,wz2l2q.2.90.root,7142623952,6.7 GB,0.9414,O,
wz2l2q.2.91,wz2l2q.2.91.hepmc.gz,7619530331,7.1 GB,wz2l2q.2.91.root,7171178525,6.7 GB,0.9412,O,
