signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_1-0_0-03_0-04.0,0.154,6351,1942.4482991935847,24.37409008605721,252,77.07399959010915,4.855205606298167,0.03967879074161548
Signal_1-0_0-03_0-06.0,0.154,6791,2946.7600213497353,35.75838565313729,274,118.89445528638312,7.182676721296089,0.04034751877484908
Signal_1-0_0-03_0-08.0,0.154,7566,3709.837879140298,42.6502678329279,333,163.2799383761194,8.947685505438391,0.04401268834258525
Signal_1-0_0-03_0-1.0,0.154,8041,4172.649269457435,46.53254979059427,326,169.1684693250993,9.369374960950527,0.04054222111677651
Signal_1-0_0-03_0-15.0,0.154,8958,4753.587493444537,50.22453942154483,356,188.91238531661702,10.012336397127935,0.03974101361911141
Signal_1-0_0-03_0-2.0,0.154,9145,4846.685848763855,50.68191494642023,362,191.8535021599251,10.083596204041285,0.039584472389283754
Signal_1-0_0-03_0-3.0,0.154,9613,5074.193818381889,51.75324439159511,436,230.1413195479563,11.021770258925644,0.04535524810152918
Signal_1-0_0-03_0-4.0,0.154,9658,5120.472755011371,52.10344740214416,376,199.34745867511657,10.2805602132606,0.03893145578794782
Signal_1-0_0-03_0-5.0,0.154,9752,5128.929554314971,51.93736207075302,413,217.21163924652205,10.68828602582668,0.04235028712059065
Signal_1-0_0-03_0-6.0,0.154,9787,5190.004076453294,52.46176585702017,377,199.92148123254236,10.29648013022825,0.03852048635945642
Signal_1-0_0-03_0-7.0,0.154,10092,5361.196321905963,53.367036890186874,453,240.6482296693818,11.306640144323046,0.04488703923900119
Signal_1-0_0-03_0-8.0,0.154,9817,5253.163206885157,53.018995865640335,434,232.23722438506246,11.147743503982948,0.04420902516043598
Signal_1-0_0-03_0-9.0,0.154,9998,5362.152242351681,53.626885380216066,450,241.34511992981163,11.37711806057669,0.04500900180036008
Signal_1-0_0-03_1-0.0,0.154,9765,5261.285889386357,53.24217363846723,439,236.52887920538768,11.288907480985598,0.04495647721454173
Signal_1-0_0-03_2-0.0,0.154,31679,5525.119026826255,31.042444007923805,993,173.1886484307734,5.495975635185797,0.03134568641686922
Signal_1-0_0-05_0-04.0,0.154,7866,2213.525810150518,24.957875805737515,321,90.33076341956729,5.041771563480783,0.040808543096872624
Signal_1-0_0-05_0-06.0,0.154,8051,4163.657313409753,46.40342799687274,315,162.9054842533937,9.178684209024334,0.03912557446279966
Signal_1-0_0-05_0-08.0,0.154,8248,6036.787180749767,66.47089700463992,333,243.72576760301564,13.356089791385543,0.04037342386032979
Signal_1-0_0-05_0-1.0,0.154,8670,7707.4278645274835,82.7751392499132,383,340.4780706013871,17.39761669704932,0.04417531718569781
Signal_1-0_0-05_0-15.0,0.154,9032,10468.214903815167,110.14902703531529,397,460.1285780352771,23.093191355119068,0.043954827280779464
Signal_1-0_0-05_0-2.0,0.154,9120,11572.7030312957,121.18179735393392,365,463.16190859900564,24.243002299326154,0.04002192982456142
