signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_2-5_0-03_0-04.0,-0.13,148261,10.713635787171514,0.027824246733183896,148120,10.703446845737211,0.027811012801119767,0.9990489744437175
Signal_2-5_0-03_0-06.0,-0.13,147235,17.345759352637405,0.04520513666481977,147131,17.333507109810125,0.045189168434752916,0.9992936462118381
Signal_2-5_0-03_0-08.0,-0.13,149015,22.395094348485866,0.058014680237204526,148915,22.380065596784032,0.057995210916488064,0.9993289266181257
Signal_2-5_0-03_0-1.0,-0.13,150205,25.824407078538947,0.0666328154829515,150068,25.800852977345514,0.06660242109457651,0.9990879131853134
Signal_2-5_0-03_0-15.0,-0.13,150935,30.24412272948771,0.07784774056075014,150803,30.217672772881937,0.07781369229682536,0.9991254513532315
Signal_2-5_0-03_0-2.0,-0.13,150764,32.310903661601586,0.08321474346821045,150667,32.290115160001896,0.08318796940786688,0.9993566103313788
Signal_2-5_0-03_0-3.0,-0.13,149101,33.253513996996375,0.08611866069840894,148978,33.22608170464669,0.08608313182622714,0.9991750558346356
Signal_2-5_0-03_0-4.0,-0.13,149239,34.01838060344266,0.08805874073615992,149112,33.98943150611128,0.08802126447217144,0.99914901600788
Signal_2-5_0-03_0-5.0,-0.13,149754,34.61894135903308,0.08945910880130145,149634,34.59120071128355,0.08942325919306486,0.9991986858447856
Signal_2-5_0-03_0-6.0,-0.13,145982,34.239996451776,0.08961569068650196,145863,34.2120850683331,0.08957915727357114,0.9991848310065625
Signal_2-5_0-03_0-7.0,-0.13,148269,35.254792292164424,0.09155730086910657,148159,35.22863694511185,0.091523331624859,0.9992581052006826
Signal_2-5_0-03_0-8.0,-0.13,143761,34.88859295240987,0.0920159072070164,143666,34.86553790736651,0.09198549925283833,0.9993391810018015
Signal_2-5_0-03_0-9.0,-0.13,145421,35.95939298453458,0.09429719811518245,145314,35.93293425402561,0.09426250004239096,0.999264205307349
Signal_2-5_0-03_1-0.0,-0.13,144076,36.67638333807788,0.09662526143540992,143952,36.6448175565881,0.0965836718870985,0.9991393431244621
Signal_2-5_0-03_2-0.0,-0.13,21857,53.68903725639912,0.363153588667169,21404,52.576298368301536,0.3593705921288536,0.9792743743423159
Signal_2-5_0-05_0-04.0,-0.13,147328,13.156991646200554,0.03427787986070766,147211,13.146543068723052,0.03426426633003657,0.9992058536055604
Signal_2-5_0-05_0-06.0,-0.13,149963,25.583862680926302,0.06606539796486507,149845,25.563731743319362,0.06603940071521205,0.9992131392410127
Signal_2-5_0-05_0-08.0,-0.13,148581,37.608024351452,0.09756608552710587,148468,37.57942239863358,0.09752897760394948,0.9992394720724723
