signal,BDT cut,count before,sg before,sg before err,count after,sg after,sg after err,sg acceptance
Signal_2-0_0-03_0-04.0,0.174,7550,44.664612909648696,0.5140319322120078,599,3.5435898189244464,0.14478715484573274,0.07933774834437086
Signal_2-0_0-03_0-06.0,0.174,7848,73.715834269807,0.8321110471950993,711,6.678384068021506,0.25045897042227055,0.09059633027522936
Signal_2-0_0-03_0-08.0,0.174,8049,95.61277906909552,1.0657245685081753,639,7.590578435228231,0.30027864206702215,0.079388743943347
Signal_2-0_0-03_0-1.0,0.174,7997,108.61615454538763,1.2145932826853276,691,9.385239813788028,0.357031348800775,0.08640740277604102
Signal_2-0_0-03_0-15.0,0.174,8163,129.18931530588196,1.4298869358863382,723,11.442346559616883,0.42554544738196776,0.08857037853730243
Signal_2-0_0-03_0-2.0,0.174,8140,135.33820546622457,1.5000585516343867,708,11.771431138831328,0.4423974729705693,0.086977886977887
Signal_2-0_0-03_0-3.0,0.174,3160,138.91896301281386,2.4712574493946318,255,11.210232774768206,0.7020120072278727,0.08069620253164557
Signal_2-0_0-03_0-4.0,0.174,8103,143.21873702986312,1.591024693405224,746,13.185385391124017,0.4827512582713336,0.09206466740713318
Signal_2-0_0-03_0-5.0,0.174,7106,147.12644976170094,1.7453324114609925,586,12.132859493436076,0.5012038059492943,0.08246552209400507
Signal_2-0_0-03_0-6.0,0.174,7958,143.10674507846971,1.6041986130518187,701,12.60590956270511,0.4761186331012079,0.0880874591605931
Signal_2-0_0-03_0-7.0,0.174,4803,145.93467659059746,2.105727683227668,402,12.214395167482861,0.6091986607236053,0.08369768894440975
Signal_2-0_0-03_0-8.0,0.174,13137,152.38574268009316,1.3295241671696074,1095,12.701711824214206,0.3838443882585884,0.08335236355332268
Signal_2-0_0-03_0-9.0,0.174,6573,154.01108425668448,1.8996349979670375,560,13.121285133689836,0.5544754979122,0.08519701810436633
Signal_2-0_0-03_1-0.0,0.174,7936,151.12589426385267,1.6964382427078566,635,12.092356710880349,0.47987053835362725,0.08001512096774194
Signal_2-0_0-03_2-0.0,0.174,1360,185.07984376470588,5.018681905110376,62,8.437463465743946,1.0715589317089484,0.04558823529411765
Signal_2-0_0-05_0-04.0,0.174,7836,56.1265052673496,0.6340460304663259,621,4.448004054495165,0.1784922542097869,0.07924961715160798
Signal_2-0_0-05_0-06.0,0.174,77666,105.4585377529577,0.37841319894179976,6494,8.81785780351386,0.10942257961933535,0.08361445162619424
Signal_2-0_0-05_0-08.0,0.174,77845,155.0539368596852,0.5557345991049999,6625,13.19586783602562,0.1621231434811347,0.08510501637870127
Signal_2-0_0-05_0-1.0,0.174,77768,197.79717954272155,0.7092831284175504,6434,16.364405066066634,0.20401386930670015,0.08273325789527823
Signal_2-0_0-05_0-15.0,0.174,80527,282.331264071637,0.9949201178282826,6791,23.80954976977271,0.28892446508254405,0.0843319631924696
Signal_2-0_0-05_0-2.0,0.174,81289,328.2784955785843,1.1514008454024698,6819,27.537933316320363,0.33348092596975343,0.08388588861961642
Signal_2-0_0-05_0-3.0,0.174,79578,360.63152581294605,1.2784012286060797,6767,30.66668595813171,0.3727938658146694,0.08503606524416293
Signal_2-0_0-05_0-4.0,0.174,79054,374.18518804866454,1.3308363896163256,6566,31.0787555939931,0.38354222377158154,0.08305715080830822
Signal_2-0_0-05_0-5.0,0.174,79514,385.10429215098736,1.3657039273791234,6446,31.219436416294805,0.38884803458960704,0.08106748497120006
Signal_2-0_0-05_0-6.0,0.174,78940,390.1470822697254,1.3886084456380918,6546,32.35245503594656,0.3998703859000449,0.08292373954902454
Signal_2-0_0-05_0-7.0,0.174,77708,390.2432383529821,1.3999177532491802,6362,31.949445133083753,0.40055899409576423,0.08187059247439132
Signal_2-0_0-05_0-8.0,0.174,77818,396.84811488126616,1.4226048639723712,6282,32.03628797558552,0.40419712756639753,0.08072682412809376
Signal_2-0_0-05_0-9.0,0.174,77818,403.9937994420417,1.4482204212381853,6148,31.917472550948013,0.40706293924436965,0.07900485748798479
Signal_2-0_0-05_1-0.0,0.174,78950,417.5657406641189,1.4861025946425597,6200,32.79173644227406,0.4164554692725582,0.0785307156428119
Signal_2-0_0-05_2-0.0,0.174,24392,525.1500796471153,3.3624801561714213,1331,28.655901771495177,0.7854617702919845,0.05456707117087569
Signal_2-0_0-07_0-04.0,0.174,8008,60.14313260268125,0.6720847060124984,714,5.3624121726166845,0.20068323182681008,0.08916083916083915
Signal_2-0_0-07_0-06.0,0.174,80245,124.08683584281715,0.4380429748575739,6773,10.473426869753887,0.1272618601223311,0.08440401271107234
Signal_2-0_0-07_0-08.0,0.174,80697,197.85403109527107,0.6964921215607656,6944,17.025396135241238,0.20431129168883955,0.08605028687559636
Signal_2-0_0-07_0-1.0,0.174,80582,270.0347846996752,0.9512631877282027,6774,22.700052512417166,0.2758063530547657,0.08406343848502149
Signal_2-0_0-07_0-15.0,0.174,80914,427.76992326187826,1.50382884315448,6990,36.95419536298452,0.44200294455314654,0.08638801690683938
Signal_2-0_0-07_0-2.0,0.174,80133,532.5861719708389,1.881413193583111,6796,45.168103337124776,0.5479048809284329,0.08480900502913902
Signal_2-0_0-07_0-3.0,0.174,80006,647.2969607280406,2.2884545364250917,6615,53.519353488688196,0.6580303643221497,0.08268129890258229
Signal_2-0_0-07_0-4.0,0.174,78411,688.3508125657269,2.4582233133212967,6742,59.18635367892427,0.7208206353063181,0.0859828340411422
Signal_2-0_0-07_0-5.0,0.174,79119,726.3031003146194,2.5821264313108694,6666,61.193094790091536,0.7494967658626506,0.08425283433814885
Signal_2-0_0-07_0-6.0,0.174,78009,737.991057183697,2.642279429985802,6547,61.93679513109595,0.7654689147202426,0.08392621364201566
Signal_2-0_0-07_0-7.0,0.174,78779,757.6393635042447,2.6993381875745572,6457,62.09874928784204,0.7728006168606523,0.08196346742152097
Signal_2-0_0-07_0-8.0,0.174,78254,771.2621643735695,2.757076101648895,6253,61.628828096045304,0.7793628406004458,0.07990645845579777
Signal_2-0_0-07_0-9.0,0.174,78359,786.8575669592831,2.810940696028388,6347,63.734669629405296,0.8000027683079404,0.08099899181970163
Signal_2-0_0-07_1-0.0,0.174,77220,793.2703172077951,2.8546725923415277,6048,62.13026260648465,0.7989089711837564,0.07832167832167833
Signal_2-0_0-07_2-0.0,0.174,1917,1009.87655944995,23.065200561819267,94,49.51924704658075,5.107520350258142,0.04903495044340114
Signal_2-0_0-08_0-04.0,0.174,7886,59.917787901151186,0.6747259056847437,649,4.931098699955253,0.1935625553885276,0.08229774283540453
Signal_2-0_0-08_0-06.0,0.174,80794,128.9272177376349,0.4535812104447165,6870,10.962818846171146,0.1322646750202756,0.08503106666336607
Signal_2-0_0-08_0-08.0,0.174,161093,209.2371619654214,0.5213153178992578,13419,17.429394675212393,0.1504604054639117,0.08329970886382401
Signal_2-0_0-08_0-1.0,0.174,161822,293.9621504024537,0.7307564098495728,13685,24.859858537513936,0.21250847372994316,0.08456822928897187
